"LVIV Jul-Oct 2020 GeoMag (Bx). Smooth Spline Int."
Time        Bx
234.393344802161        19841.1279214915         
234.394763880601        19841.3457617251         
234.396182959042        19841.6101104237         
234.397602037482        19841.7913329265         
234.399021115923        19841.7106257428         
234.400440194363        19841.3604330725         
234.401859272804        19840.9682961745         
234.403278351244        19840.7471551924         
234.404697429685        19840.7500941759         
234.406116508125        19840.9299265956         
234.407535586566        19841.1948665487         
234.408954665006        19841.453989969          
234.410373743447        19841.6687650815         
234.411792821888        19841.8567677493         
234.413211900328        19842.0417294161         
234.414630978769        19842.2599562065         
234.416050057209        19842.5415785635         
234.41746913565         19842.8981776145         
234.41888821409         19843.2932508643         
234.420307292531        19843.6597554791         
234.421726370971        19843.9701044019         
234.423145449412        19844.2171137065         
234.424564527852        19844.4195181246         
234.425983606293        19844.6295292525         
234.427402684733        19844.8396836199         
234.428821763174        19845.0342609137         
234.430240841614        19845.2026076851         
234.431659920055        19845.3537376484         
234.433078998496        19845.4810015194         
234.434498076936        19845.5714890911         
234.435917155377        19845.6118628267         
234.437336233817        19845.5863849946         
234.438755312258        19845.5033184253         
234.440174390698        19845.3402311266         
234.441593469139        19845.052766418          
234.443012547579        19844.6902424017         
234.44443162602         19844.3608032486         
234.44585070446         19844.1787831847         
234.447269782901        19844.216359135          
234.448688861341        19844.5016916505         
234.450107939782        19845.0284089589         
234.451527018222        19845.7043148529         
234.452946096663        19846.4084762014         
234.454365175103        19847.0518065145         
234.455784253544        19847.5968661842         
234.457203331984        19848.0505965531         
234.458622410425        19848.4514729115         
234.460041488866        19848.839040549          
234.461460567306        19849.2351691645         
234.462879645747        19849.6946224662         
234.464298724187        19850.2927568053         
234.465717802628        19851.0782551024         
234.467136881068        19851.9837161568         
234.468555959509        19852.8708377774         
234.469975037949        19853.6521084555         
234.47139411639         19854.2902283554         
234.47281319483         19854.8083958981         
234.474232273271        19855.2367295741         
234.475651351711        19855.6131811144         
234.477070430152        19855.9649146965         
234.478489508592        19856.2756370925         
234.479908587033        19856.5540506067         
234.481327665473        19856.8038154775         
234.482746743914        19857.064359199          
234.484165822354        19857.3970878894         
234.485584900795        19857.8516903102         
234.487003979236        19858.4180726912         
234.488423057676        19859.0155390079         
234.489842136117        19859.5582812048         
234.491261214557        19859.9986424772         
234.492680292998        19860.3357995109         
234.494099371438        19860.5997949075         
234.495518449879        19860.820737937          
234.496937528319        19861.0155454463         
234.49835660676         19861.2050918506         
234.4997756852          19861.424645601          
234.501194763641        19861.6871206826         
234.502613842081        19862.0210626521         
234.504032920522        19862.4268408532         
234.505451998962        19862.8276198904         
234.506871077403        19863.1176829734         
234.508290155843        19863.24073442           
234.509709234284        19863.2301021036         
234.511128312724        19863.2091930676         
234.512547391165        19863.2366589056         
234.513966469606        19863.3283935277         
234.515385548046        19863.5192665384         
234.516804626487        19863.8558776732         
234.518223704927        19864.3548838824         
234.519642783368        19864.9585518632         
234.521061861808        19865.521151662          
234.522480940249        19865.9314039628         
234.523900018689        19866.1795972451         
234.52531909713         19866.2605588902         
234.52673817557         19866.1346844695         
234.528157254011        19865.7821120866         
234.529576332451        19865.3062722837         
234.530995410892        19864.8245951057         
234.532414489332        19864.3647362163         
234.533833567773        19863.9137120088         
234.535252646213        19863.5314006108         
234.536671724654        19863.2956470389         
234.538090803095        19863.2563551267         
234.539509881535        19863.3706586615         
234.540928959976        19863.5551781811         
234.542348038416        19863.7574686637         
234.543767116857        19863.9218618327         
234.545186195297        19863.9785501544         
234.546605273738        19863.8731869608         
234.548024352178        19863.6431226632         
