t,x,y,z
11.22917,19839.0,2207.1,45632.9
11.22986,19839.4,2207.0,45632.4
11.23056,19839.4,2206.8,45632.0
11.23125,19839.2,2206.8,45631.8
11.23194,19838.8,2206.7,45632.2
11.23264,19838.9,2206.9,45631.7
11.23333,19839.0,2207.1,45631.9
11.23403,19839.2,2207.1,45632.3
11.23472,19839.1,2207.0,45632.8
11.23542,19838.7,2206.9,45632.9
11.23611,19838.4,2207.1,45632.9
11.23681,19838.1,2207.3,45633.1
11.2375,19838.0,2207.7,45633.4
11.23819,19838.7,2208.1,45633.4
11.23889,19839.2,2207.7,45632.8
11.23958,19839.1,2207.4,45631.9
11.24028,19838.6,2207.1,45632.8
11.24097,19838.9,2207.4,45632.4
11.24167,19839.4,2207.6,45631.5
11.24236,19839.6,2207.6,45630.9
11.24306,19839.4,2207.5,45630.8
11.24375,19838.9,2207.4,45631.3
11.24444,19838.9,2207.6,45631.0
11.24514,19838.6,2207.8,45631.0
11.24583,19838.4,2207.8,45630.9
11.24653,19838.5,2208.1,45630.6
11.24722,19838.6,2208.3,45631.0
11.24792,19838.7,2207.6,45631.6
11.24861,19839.6,2207.0,45630.4
11.24931,19838.8,2207.6,45630.7
11.25,19837.7,2208.5,45631.1
11.25069,19837.6,2209.3,45631.2
11.25139,19837.3,2209.7,45631.4
11.25208,19837.5,2209.6,45631.3
11.25278,19837.4,2209.4,45631.5
11.25347,19837.7,2209.4,45631.7
11.25417,19837.6,2209.7,45631.9
11.25486,19838.1,2210.2,45631.5
11.25556,19837.5,2210.2,45631.5
11.25625,19837.5,2209.8,45631.3
11.25694,19837.9,2209.9,45631.2
11.25764,19838.5,2209.7,45630.4
11.25833,19839.3,2209.3,45629.8
11.25903,19839.4,2209.1,45629.8
11.25972,19839.4,2209.1,45630.0
11.26042,19839.6,2209.6,45629.9
11.26111,19839.4,2210.2,45630.3
11.26181,19839.2,2210.3,45630.9
11.2625,19839.1,2210.2,45631.1
11.26319,19839.6,2210.4,45630.4
11.26389,19839.4,2210.4,45630.4
11.26458,19839.1,2210.4,45630.6
11.26528,19839.5,2210.9,45631.0
11.26597,19839.5,2210.1,45631.4
11.26667,19838.9,2209.8,45630.9
11.26736,19839.0,2210.8,45630.6
11.26806,19838.4,2211.8,45631.2
11.26875,19837.6,2212.2,45631.5
11.26944,19838.4,2211.9,45631.0
11.27014,19839.1,2211.2,45630.7
11.27083,19839.2,2211.3,45631.3
11.27153,19839.2,2211.4,45631.3
11.27222,19839.5,2211.3,45630.9
11.27292,19839.5,2211.9,45630.8
11.27361,19839.1,2211.7,45631.3
11.27431,19839.0,2212.2,45631.2
11.275,19838.2,2212.8,45632.0
11.27569,19839.4,2213.0,45631.3
11.27639,19839.6,2213.3,45631.4
11.27708,19839.4,2212.9,45631.2
11.27778,19839.2,2213.0,45631.2
11.27847,19839.0,2212.8,45631.3
11.27917,19838.7,2212.9,45630.7
11.27986,19837.6,2213.0,45631.4
11.28056,19837.9,2212.8,45630.9
11.28125,19837.7,2213.2,45631.5
11.28194,19837.6,2212.8,45631.1
11.28264,19837.8,2213.1,45630.9
11.28333,19837.5,2213.2,45631.2
11.28403,19837.6,2213.1,45630.5
11.28472,19837.4,2213.0,45630.7
11.28542,19836.4,2213.3,45632.4
11.28611,19836.2,2213.8,45633.0
11.28681,19835.7,2214.2,45632.6
11.2875,19835.7,2213.4,45631.9
11.28819,19835.2,2213.7,45631.7
11.28889,19835.2,2213.7,45631.6
11.28958,19835.8,2213.6,45631.1
11.29028,19835.5,2214.4,45631.4
11.29097,19835.2,2214.8,45631.9
11.29167,19835.6,2214.2,45630.7
11.29236,19834.7,2214.7,45631.5
11.29306,19835.2,2215.2,45631.2
11.29375,19834.9,2215.2,45631.5
11.29444,19834.5,2214.8,45631.3
11.29514,19834.3,2214.5,45632.2
11.29583,19834.7,2214.9,45632.0
11.29653,19834.2,2215.0,45631.8
11.29722,19834.4,2215.1,45631.4
11.29792,19834.1,2215.0,45631.6
11.29861,19833.5,2215.0,45632.1
11.29931,19833.5,2215.2,45631.9
11.3,19833.4,2215.6,45632.2
11.30069,19833.0,2215.9,45632.3
11.30139,19833.2,2216.4,45632.0
11.30208,19832.9,2216.8,45632.3
11.30278,19832.5,2216.8,45632.4
11.30347,19832.3,2216.8,45632.3
11.30417,19832.4,2217.2,45632.0
11.30486,19832.3,2217.2,45632.1
11.30556,19832.0,2217.5,45631.9
11.30625,19831.4,2217.4,45633.0
11.30694,19831.7,2217.7,45632.6
11.30764,19831.5,2217.8,45632.4
11.30833,19831.5,2217.8,45632.0
11.30903,19831.4,2218.0,45632.3
11.30972,19831.1,2217.9,45632.7
11.31042,19830.9,2218.0,45632.6
11.31111,19830.8,2217.8,45632.6
11.31181,19830.6,2217.9,45632.6
11.3125,19830.6,2217.9,45632.3
11.31319,19830.2,2218.2,45632.4
11.31389,19830.3,2218.0,45632.2
11.31458,19830.4,2218.1,45632.2
11.31528,19829.5,2218.7,45632.6
11.31597,19830.1,2218.1,45632.3
11.31667,19830.5,2217.8,45632.3
11.31736,19830.2,2217.4,45632.6
11.31806,19830.0,2217.5,45632.4
11.31875,19829.6,2217.9,45632.3
11.31944,19829.0,2217.5,45632.0
11.32014,19828.8,2217.3,45632.2
11.32083,19828.7,2217.4,45632.3
11.32153,19828.9,2218.3,45633.0
11.32222,19828.1,2218.4,45634.0
11.32292,19828.0,2218.1,45633.6
11.32361,19828.3,2217.9,45633.8
11.32431,19828.4,2218.0,45634.2
11.325,19828.5,2218.0,45634.2
11.32569,19828.6,2218.0,45634.4
11.32639,19828.2,2218.0,45634.6
11.32708,19828.0,2218.1,45634.4
11.32778,19828.1,2218.2,45634.0
11.32847,19828.2,2218.3,45634.0
11.32917,19827.8,2218.2,45634.4
11.32986,19827.6,2218.1,45634.2
11.33056,19828.2,2217.7,45633.1
11.33125,19828.3,2217.4,45632.8
11.33194,19828.2,2217.5,45633.0
11.33264,19828.5,2217.5,45632.7
11.33333,19827.8,2217.3,45633.1
11.33403,19827.2,2217.4,45633.7
11.33472,19827.7,2217.0,45633.0
11.33542,19827.9,2216.3,45632.5
11.33611,19827.4,2216.4,45632.8
11.33681,19826.4,2216.8,45633.8
11.3375,19826.2,2216.8,45634.3
11.33819,19826.6,2216.2,45633.2
11.33889,19826.5,2216.1,45633.1
11.33958,19826.2,2216.0,45633.2
11.34028,19826.1,2216.0,45633.4
11.34097,19826.1,2215.9,45633.6
11.34167,19826.2,2215.7,45633.4
11.34236,19825.7,2216.0,45633.9
11.34306,19825.4,2216.2,45633.9
11.34375,19825.1,2215.6,45633.8
11.34444,19824.9,2215.2,45633.7
11.34514,19824.6,2214.9,45633.8
11.34583,19824.3,2214.8,45633.5
11.34653,19824.2,2214.6,45633.2
11.34722,19823.7,2214.5,45633.7
11.34792,19823.3,2214.6,45633.7
11.34861,19823.0,2215.0,45634.1
11.34931,19822.5,2214.9,45634.3
11.35,19822.3,2214.9,45634.2
11.35069,19822.3,2215.2,45633.8
11.35139,19822.2,2215.6,45634.4
11.35208,19822.7,2215.7,45634.1
11.35278,19822.2,2216.0,45634.4
11.35347,19822.0,2216.2,45634.2
11.35417,19821.3,2216.5,45634.7
11.35486,19821.7,2216.3,45634.6
11.35556,19822.5,2216.3,45633.9
11.35625,19821.5,2216.3,45634.8
11.35694,19821.1,2216.2,45634.5
11.35764,19821.1,2216.0,45633.9
11.35833,19820.6,2216.1,45634.0
11.35903,19820.5,2216.2,45634.1
11.35972,19820.7,2215.9,45633.7
11.36042,19820.6,2216.0,45633.5
11.36111,19820.7,2215.9,45633.9
11.36181,19820.1,2215.5,45634.9
11.3625,19820.6,2214.7,45634.3
11.36319,19820.9,2214.3,45633.3
11.36389,19821.0,2214.2,45633.8
11.36458,19820.6,2213.8,45634.4
11.36528,19819.6,2213.7,45634.0
11.36597,19818.4,2214.5,45634.6
11.36667,19818.0,2215.6,45634.7
11.36736,19819.1,2216.1,45634.7
11.36806,19819.9,2215.7,45634.8
11.36875,19819.3,2215.4,45634.8
11.36944,19818.2,2215.6,45634.2
11.37014,19817.0,2215.2,45634.2
11.37083,19816.8,2214.1,45633.7
11.37153,19816.3,2214.2,45634.0
11.37222,19815.8,2215.6,45634.4
11.37292,19815.7,2216.2,45634.1
11.37361,19815.4,2216.2,45634.8
11.37431,19815.3,2215.2,45634.5
11.375,19814.9,2213.9,45634.7
11.37569,19814.1,2213.5,45634.5
11.37639,19813.6,2213.4,45634.4
11.37708,19813.3,2213.2,45634.4
11.37778,19813.1,2213.2,45634.7
11.37847,19812.9,2213.6,45634.7
11.37917,19812.6,2213.7,45634.4
11.37986,19811.7,2213.1,45634.4
11.38056,19811.1,2213.1,45634.1
11.38125,19811.1,2213.0,45634.2
11.38194,19810.2,2213.4,45634.6
11.38264,19810.7,2213.4,45634.8
11.38333,19809.7,2214.0,45634.5
11.38403,19808.4,2214.8,45634.9
11.38472,19808.7,2214.7,45634.7
11.38542,19809.7,2214.7,45634.5
11.38611,19810.3,2214.2,45634.6
11.38681,19810.3,2213.9,45634.7
11.3875,19809.3,2213.7,45634.8
11.38819,19808.3,2213.5,45634.5
11.38889,19807.5,2213.2,45634.4
11.38958,19807.1,2213.4,45634.4
11.39028,19806.7,2213.7,45634.7
11.39097,19805.9,2214.1,45635.5
11.39167,19805.3,2214.3,45635.9
11.39236,19805.4,2214.3,45635.3
11.39306,19805.4,2214.0,45635.4
11.39375,19805.2,2213.9,45635.4
11.39444,19805.0,2213.6,45635.9
11.39514,19805.0,2213.5,45635.3
11.39583,19805.0,2213.4,45634.8
11.39653,19804.7,2213.3,45634.4
11.39722,19804.6,2213.0,45634.5
11.39792,19804.9,2213.0,45634.1
11.39861,19805.3,2212.8,45633.4
11.39931,19804.9,2212.8,45633.5
11.4,19805.4,2212.7,45633.1
11.40069,19805.8,2212.4,45632.9
11.40139,19805.6,2212.1,45633.6
11.40208,19805.8,2211.7,45633.7
11.40278,19806.2,2211.4,45632.9
11.40347,19806.1,2211.1,45633.1
11.40417,19805.5,2211.6,45633.8
11.40486,19805.0,2212.0,45634.1
11.40556,19804.6,2212.0,45634.9
11.40625,19804.8,2211.7,45634.9
11.40694,19805.0,2211.5,45634.6
11.40764,19805.0,2211.5,45634.2
11.40833,19804.5,2211.5,45634.5
11.40903,19804.1,2211.5,45634.2
11.40972,19803.9,2211.2,45634.4
11.41042,19803.9,2210.9,45634.0
11.41111,19804.1,2211.0,45633.9
11.41181,19803.5,2211.0,45633.7
11.4125,19803.6,2210.8,45633.3
11.41319,19803.6,2210.2,45633.9
11.41389,19804.2,2209.8,45634.0
11.41458,19804.1,2209.7,45633.6
11.41528,19803.7,2209.7,45633.9
11.41597,19804.3,2209.2,45633.7
11.41667,19804.4,2208.5,45633.1
11.41736,19804.7,2208.5,45632.9
11.41806,19804.2,2208.3,45633.2
11.41875,19804.0,2208.2,45633.4
11.41944,19804.1,2207.9,45633.3
11.42014,19804.5,2207.6,45632.9
11.42083,19804.1,2207.8,45632.8
11.42153,19804.0,2207.8,45632.9
11.42222,19804.1,2207.3,45632.8
11.42292,19804.2,2206.8,45633.0
11.42361,19804.0,2206.2,45632.8
11.42431,19804.0,2205.8,45632.3
11.425,19803.9,2205.6,45631.4
11.42569,19803.3,2205.1,45631.5
11.42639,19803.2,2204.7,45631.1
11.42708,19803.1,2203.9,45631.5
11.42778,19803.6,2203.7,45631.0
11.42847,19803.2,2203.8,45631.1
11.42917,19802.2,2204.6,45631.5
11.42986,19802.1,2204.6,45631.3
11.43056,19801.9,2204.4,45631.9
11.43125,19802.2,2204.4,45631.4
11.43194,19801.8,2204.6,45631.6
11.43264,19801.6,2205.1,45631.6
11.43333,19801.6,2205.4,45630.9
11.43403,19800.5,2206.0,45632.9
11.43472,19800.6,2206.3,45632.5
11.43542,19801.5,2205.7,45631.6
11.43611,19801.7,2205.4,45631.3
11.43681,19801.7,2205.0,45630.9
11.4375,19801.8,2203.9,45630.7
11.43819,19801.0,2203.2,45631.2
11.43889,19802.2,2202.4,45630.1
11.43958,19802.0,2201.8,45630.0
11.44028,19801.9,2201.0,45629.7
11.44097,19801.1,2199.7,45631.3
11.44167,19801.4,2198.5,45632.0
11.44236,19801.3,2198.4,45631.1
11.44306,19800.9,2198.4,45631.0
11.44375,19800.8,2198.7,45630.1
11.44444,19801.1,2198.3,45630.2
11.44514,19800.4,2197.9,45630.3
11.44583,19800.7,2197.0,45629.7
11.44653,19800.3,2196.9,45629.5
11.44722,19799.9,2196.7,45629.1
11.44792,19799.8,2195.5,45629.5
11.44861,19799.7,2194.8,45629.6
11.44931,19799.4,2194.9,45629.2
11.45,19799.1,2194.8,45629.4
11.45069,19798.5,2194.7,45630.3
11.45139,19798.0,2195.1,45630.4
11.45208,19797.8,2195.1,45630.8
11.45278,19797.4,2195.6,45630.5
11.45347,19797.5,2195.3,45630.7
11.45417,19797.7,2195.5,45629.9
11.45486,19797.8,2195.3,45628.9
11.45556,19798.2,2195.1,45628.0
11.45625,19798.4,2194.4,45628.9
11.45694,19798.4,2194.0,45629.2
11.45764,19798.2,2194.3,45629.7
11.45833,19798.3,2194.2,45630.1
11.45903,19798.5,2193.9,45630.0
11.45972,19797.5,2193.6,45631.3
11.46042,19798.2,2193.5,45630.2
11.46111,19798.2,2193.1,45631.1
11.46181,19798.3,2193.2,45629.8
11.4625,19798.0,2193.0,45630.3
11.46319,19797.7,2193.1,45630.7
11.46389,19797.9,2192.8,45631.4
11.46458,19798.4,2192.6,45631.2
11.46528,19799.0,2192.5,45629.1
11.46597,19798.7,2192.6,45630.6
11.46667,19799.3,2192.3,45630.8
11.46736,19800.0,2192.1,45630.5
11.46806,19799.5,2192.3,45631.4
11.46875,19799.2,2192.4,45632.0
11.46944,19799.3,2192.3,45631.7
11.47014,19799.7,2191.2,45631.4
11.47083,19799.6,2191.0,45631.9
11.47153,19799.2,2191.7,45632.6
11.47222,19798.3,2192.8,45632.6
11.47292,19797.4,2193.5,45633.6
11.47361,19798.4,2192.6,45633.4
11.47431,19799.2,2191.7,45633.3
11.475,19798.5,2191.0,45635.2
11.47569,19799.1,2190.4,45634.9
11.47639,19799.5,2189.5,45633.9
11.47708,19799.5,2189.5,45634.1
11.47778,19799.9,2189.5,45634.0
11.47847,19799.9,2189.1,45634.0
11.47917,19799.3,2189.9,45634.5
11.47986,19798.8,2191.0,45635.0
11.48056,19799.7,2190.9,45634.0
11.48125,19799.6,2189.7,45633.3
11.48194,19799.7,2189.8,45633.8
11.48264,19799.6,2191.0,45634.2
11.48333,19798.8,2190.0,45634.3
11.48403,19798.4,2190.0,45634.4
11.48472,19799.2,2189.7,45634.1
11.48542,19799.7,2189.0,45633.9
11.48611,19800.6,2188.3,45634.3
11.48681,19800.1,2188.8,45634.5
11.4875,19799.8,2188.5,45635.1
11.48819,19801.2,2188.1,45634.9
11.48889,19801.3,2187.7,45635.2
11.48958,19801.7,2188.5,45634.7
11.49028,19801.6,2188.9,45635.1
11.49097,19801.3,2189.3,45635.3
11.49167,19802.0,2188.9,45635.9
11.49236,19802.4,2188.2,45636.4
11.49306,19802.2,2188.0,45636.8
11.49375,19803.4,2187.5,45635.6
11.49444,19803.8,2187.1,45636.0
11.49514,19803.8,2186.2,45636.6
11.49583,19803.9,2185.7,45636.2
11.49653,19804.4,2184.8,45636.1
11.49722,19804.8,2184.8,45635.8
11.49792,19804.9,2185.2,45635.5
11.49861,19804.5,2185.9,45635.3
11.49931,19804.2,2186.2,45635.6
11.5,19804.9,2185.6,45634.2
11.50069,19804.4,2185.7,45634.6
11.50139,19804.2,2186.8,45635.0
11.50208,19804.5,2187.2,45635.4
11.50278,19804.6,2186.7,45636.4
11.50347,19805.1,2186.2,45636.5
11.50417,19805.2,2185.9,45636.3
11.50486,19805.3,2186.1,45636.1
11.50556,19805.1,2186.9,45635.8
11.50625,19805.7,2186.7,45635.8
11.50694,19805.9,2186.5,45635.6
11.50764,19806.3,2186.5,45635.1
11.50833,19807.8,2185.3,45633.8
11.50903,19807.9,2185.9,45633.8
11.50972,19807.3,2185.7,45634.4
11.51042,19808.4,2184.9,45634.1
11.51111,19808.4,2185.5,45634.9
11.51181,19808.1,2186.4,45635.5
11.5125,19808.0,2187.1,45635.8
11.51319,19808.5,2187.0,45635.9
11.51389,19808.6,2186.7,45636.2
11.51458,19808.8,2186.3,45637.0
11.51528,19808.9,2186.1,45636.9
11.51597,19809.1,2186.3,45636.8
11.51667,19808.5,2187.5,45637.1
11.51736,19808.2,2188.1,45637.5
11.51806,19808.4,2188.4,45637.5
11.51875,19808.1,2189.2,45637.6
11.51944,19807.1,2189.5,45637.8
11.52014,19807.4,2189.7,45638.0
11.52083,19807.9,2189.7,45636.8
11.52153,19808.2,2190.0,45636.4
11.52222,19807.5,2190.5,45637.0
11.52292,19807.0,2191.0,45636.8
11.52361,19806.5,2191.4,45637.7
11.52431,19805.9,2191.5,45637.7
11.525,19806.0,2192.2,45637.3
11.52569,19806.2,2192.6,45637.2
11.52639,19806.7,2192.4,45636.8
11.52708,19806.1,2192.4,45636.8
11.52778,19806.5,2192.2,45636.3
11.52847,19805.9,2192.3,45636.4
11.52917,19806.0,2192.2,45636.2
11.52986,19805.6,2192.2,45636.4
11.53056,19805.2,2192.4,45636.3
11.53125,19805.6,2192.4,45636.0
11.53194,19805.0,2192.3,45636.6
11.53264,19804.5,2192.5,45636.3
11.53333,19804.4,2192.1,45636.2
11.53403,19804.5,2191.4,45635.9
11.53472,19804.6,2191.5,45636.0
11.53542,19804.2,2191.4,45636.1
11.53611,19803.6,2191.4,45636.3
11.53681,19803.7,2191.1,45636.2
11.5375,19804.1,2191.0,45636.2
11.53819,19804.2,2191.4,45636.6
11.53889,19804.4,2191.6,45636.9
11.53958,19804.2,2192.1,45637.0
11.54028,19804.6,2191.8,45636.9
11.54097,19804.5,2192.0,45637.0
11.54167,19803.9,2192.5,45637.2
11.54236,19804.1,2192.6,45636.8
11.54306,19804.7,2192.8,45636.8
11.54375,19805.0,2192.9,45637.1
11.54444,19805.7,2192.8,45637.1
11.54514,19805.7,2193.1,45637.3
11.54583,19805.6,2193.5,45637.4
11.54653,19806.6,2193.1,45637.3
11.54722,19806.8,2193.4,45637.1
11.54792,19806.2,2194.1,45637.5
11.54861,19806.5,2194.0,45637.7
11.54931,19807.4,2193.7,45637.6
11.55,19808.1,2193.1,45637.6
11.55069,19808.7,2192.5,45637.7
11.55139,19808.6,2192.7,45638.1
11.55208,19808.7,2192.8,45638.1
11.55278,19809.2,2192.5,45637.7
11.55347,19809.2,2192.8,45637.7
11.55417,19809.6,2192.5,45637.9
11.55486,19810.4,2192.1,45638.0
11.55556,19811.6,2191.8,45638.0
11.55625,19812.0,2191.8,45638.3
11.55694,19812.5,2192.1,45638.2
11.55764,19812.5,2192.4,45638.5
11.55833,19812.5,2192.7,45638.7
11.55903,19813.0,2192.8,45638.6
11.55972,19813.4,2192.9,45638.7
11.56042,19813.4,2193.0,45638.9
11.56111,19813.5,2193.2,45639.0
11.56181,19813.8,2193.0,45638.9
11.5625,19814.5,2192.7,45638.7
11.56319,19815.0,2192.5,45638.6
11.56389,19815.2,2192.5,45638.7
11.56458,19815.2,2192.9,45638.7
11.56528,19815.3,2193.0,45638.6
11.56597,19815.8,2192.9,45638.4
11.56667,19816.1,2192.9,45638.4
11.56736,19816.4,2192.9,45638.7
11.56806,19816.5,2192.9,45639.0
11.56875,19817.2,2193.0,45638.7
11.56944,19817.8,2193.0,45638.6
11.57014,19818.0,2193.4,45638.7
11.57083,19818.2,2193.5,45638.9
11.57153,19818.6,2193.5,45638.8
11.57222,19818.9,2193.6,45638.9
11.57292,19818.9,2193.8,45639.1
11.57361,19819.2,2194.0,45639.0
11.57431,19819.5,2194.0,45639.0
11.575,19820.0,2193.9,45638.7
11.57569,19820.3,2194.0,45638.9
11.57639,19820.4,2194.1,45638.8
11.57708,19820.0,2194.3,45639.1
11.57778,19819.9,2194.4,45639.1
11.57847,19819.9,2194.6,45639.3
11.57917,19820.6,2194.6,45639.0
11.57986,19821.4,2194.8,45639.1
11.58056,19821.9,2195.0,45639.1
11.58125,19821.5,2194.8,45639.3
11.58194,19821.3,2194.8,45639.7
11.58264,19821.8,2194.7,45638.9
11.58333,19821.5,2194.5,45638.8
11.58403,19821.3,2194.4,45639.2
11.58472,19820.7,2194.8,45639.0
11.58542,19820.1,2194.9,45638.8
11.58611,19820.4,2194.8,45638.3
11.58681,19819.6,2195.1,45638.3
11.5875,19819.5,2195.5,45638.0
11.58819,19819.4,2195.8,45638.3
11.58889,19819.2,2196.3,45637.9
11.58958,19819.2,2196.3,45638.0
11.59028,19818.8,2196.4,45639.0
11.59097,19819.1,2196.0,45639.3
11.59167,19819.2,2196.2,45639.3
11.59236,19819.2,2196.0,45639.6
11.59306,19819.8,2196.7,45638.8
11.59375,19819.7,2196.9,45638.7
11.59444,19819.5,2196.9,45639.1
11.59514,19820.2,2197.0,45638.1
11.59583,19819.6,2197.4,45638.6
11.59653,19820.0,2197.4,45638.2
11.59722,19820.1,2197.5,45638.4
11.59792,19820.6,2197.7,45638.1
11.59861,19820.6,2197.8,45638.6
11.59931,19820.2,2197.9,45639.1
11.6,19820.4,2198.1,45638.3
11.60069,19820.0,2198.5,45638.3
11.60139,19820.0,2198.6,45638.4
11.60208,19819.8,2198.7,45639.1
11.60278,19820.0,2198.9,45639.0
11.60347,19820.0,2198.9,45639.3
11.60417,19820.3,2198.9,45638.5
11.60486,19820.4,2199.1,45638.1
11.60556,19821.1,2199.0,45637.9
11.60625,19821.8,2198.9,45638.4
11.60694,19822.6,2199.1,45638.2
11.60764,19823.1,2199.1,45638.6
11.60833,19824.1,2199.2,45638.1
11.60903,19824.0,2199.8,45639.1
11.60972,19823.7,2200.2,45638.9
11.61042,19823.9,2200.1,45638.3
11.61111,19823.4,2200.2,45638.5
11.61181,19823.2,2201.3,45638.7
11.6125,19823.1,2201.7,45638.6
11.61319,19823.1,2201.7,45638.5
11.61389,19823.2,2201.6,45638.3
11.61458,19823.2,2201.8,45637.9
11.61528,19823.6,2201.8,45637.9
11.61597,19823.7,2201.4,45637.6
11.61667,19823.6,2201.2,45637.6
11.61736,19823.9,2200.5,45637.2
11.61806,19824.0,2200.4,45637.0
11.61875,19824.4,2200.0,45637.1
11.61944,19825.1,2199.8,45636.0
11.62014,19823.8,2200.1,45637.2
11.62083,19822.7,2200.4,45637.8
11.62153,19821.8,2200.5,45637.5
11.62222,19821.6,2200.7,45637.4
11.62292,19821.6,2201.0,45637.6
11.62361,19820.8,2201.1,45637.8
11.62431,19820.0,2200.8,45637.5
11.625,19820.2,2200.8,45637.2
11.62569,19820.9,2200.7,45636.5
11.62639,19820.6,2201.1,45637.5
11.62708,19821.3,2201.4,45637.6
11.62778,19820.6,2201.1,45637.3
11.62847,19820.9,2201.4,45638.0
11.62917,19821.6,2202.1,45638.9
11.62986,19822.3,2202.6,45639.7
11.63056,19822.7,2202.6,45639.7
11.63125,19823.4,2202.8,45639.1
11.63194,19823.8,2202.7,45639.0
11.63264,19823.7,2202.7,45638.8
11.63333,19824.2,2202.5,45638.6
11.63403,19824.7,2202.2,45638.4
11.63472,19824.7,2201.9,45638.4
11.63542,19824.7,2201.7,45638.6
11.63611,19824.6,2201.4,45638.5
11.63681,19824.6,2201.2,45638.5
11.6375,19824.4,2200.9,45639.0
11.63819,19824.5,2200.9,45638.7
11.63889,19824.3,2200.6,45638.7
11.63958,19824.2,2200.5,45638.9
11.64028,19823.6,2200.4,45639.2
11.64097,19823.5,2200.0,45639.0
11.64167,19824.0,2200.3,45638.8
11.64236,19825.1,2200.3,45638.1
11.64306,19824.5,2200.2,45638.7
11.64375,19823.7,2200.2,45639.0
11.64444,19823.9,2200.2,45638.1
11.64514,19824.0,2200.5,45639.0
11.64583,19823.7,2200.7,45639.5
11.64653,19823.4,2201.0,45639.9
11.64722,19823.8,2200.8,45639.4
11.64792,19824.2,2200.5,45638.6
11.64861,19824.1,2200.8,45638.7
11.64931,19824.4,2200.8,45638.4
11.65,19824.1,2201.1,45638.7
11.65069,19823.7,2201.4,45639.2
11.65139,19823.6,2200.6,45638.5
11.65208,19824.2,2200.8,45638.2
11.65278,19824.6,2201.3,45638.0
11.65347,19824.7,2201.0,45637.7
11.65417,19824.9,2200.4,45637.7
11.65486,19824.9,2200.4,45637.3
11.65556,19825.1,2200.7,45636.6
11.65625,19824.7,2200.5,45637.4
11.65694,19825.2,2200.8,45636.3
11.65764,19825.7,2201.0,45635.9
11.65833,19824.9,2201.4,45637.1
11.65903,19824.6,2201.4,45638.1
11.65972,19825.4,2201.5,45637.6
11.66042,19825.5,2201.3,45638.1
11.66111,19825.8,2201.3,45638.4
11.66181,19825.7,2201.2,45638.6
11.6625,19825.7,2201.3,45638.8
11.66319,19826.9,2201.2,45638.3
11.66389,19826.5,2201.5,45638.6
11.66458,19826.7,2201.7,45638.1
11.66528,19826.5,2201.8,45638.5
11.66597,19826.3,2202.1,45639.3
11.66667,19826.2,2202.2,45640.0
11.66736,19827.0,2201.9,45639.2
11.66806,19827.4,2201.9,45639.0
11.66875,19827.2,2201.9,45639.6
11.66944,19826.9,2202.1,45640.2
11.67014,19827.6,2201.9,45639.2
11.67083,19827.3,2202.6,45639.5
11.67153,19827.6,2202.6,45639.3
11.67222,19827.9,2202.6,45639.3
11.67292,19828.0,2202.5,45639.0
11.67361,19828.5,2202.5,45638.9
11.67431,19828.5,2202.5,45639.4
11.675,19828.2,2202.5,45639.6
11.67569,19828.5,2202.5,45639.1
11.67639,19828.2,2202.5,45639.4
11.67708,19828.9,2202.4,45638.7
11.67778,19829.3,2202.8,45638.5
11.67847,19829.3,2203.0,45639.1
11.67917,19829.0,2203.0,45639.4
11.67986,19829.1,2202.7,45639.0
11.68056,19829.0,2202.7,45638.7
11.68125,19829.4,2202.6,45638.4
11.68194,19829.6,2202.8,45638.6
11.68264,19830.3,2202.7,45637.8
11.68333,19830.6,2202.4,45637.9
11.68403,19831.6,2202.3,45637.1
11.68472,19830.6,2202.6,45638.4
11.68542,19831.0,2202.6,45638.4
11.68611,19831.6,2202.3,45637.8
11.68681,19831.3,2202.3,45638.0
11.6875,19831.6,2202.5,45637.9
11.68819,19831.3,2202.4,45638.1
11.68889,19831.0,2202.3,45638.2
11.68958,19831.3,2201.9,45637.8
11.69028,19831.7,2201.9,45637.0
11.69097,19831.4,2202.0,45637.7
11.69167,19831.9,2201.9,45636.8
11.69236,19832.1,2202.0,45636.7
11.69306,19832.1,2201.8,45636.6
11.69375,19831.8,2201.8,45636.7
11.69444,19831.4,2202.1,45636.6
11.69514,19831.6,2202.4,45636.1
11.69583,19831.2,2202.4,45636.2
11.69653,19830.9,2202.5,45636.4
11.69722,19830.7,2202.5,45636.6
11.69792,19830.5,2202.6,45636.9
11.69861,19830.1,2202.6,45637.2
11.69931,19830.2,2203.0,45637.3
11.7,19830.5,2202.9,45636.8
11.70069,19830.7,2203.2,45636.8
11.70139,19831.0,2203.5,45636.3
11.70208,19830.6,2203.7,45636.8
11.70278,19830.5,2203.2,45637.7
11.70347,19830.7,2203.5,45638.0
11.70417,19830.8,2203.8,45638.6
11.70486,19830.8,2203.7,45638.7
11.70556,19830.1,2203.9,45638.3
11.70625,19829.4,2203.8,45638.1
11.70694,19829.6,2203.5,45637.5
11.70764,19829.5,2203.5,45637.4
11.70833,19829.7,2203.0,45637.7
11.70903,19830.8,2203.0,45637.4
11.70972,19830.9,2203.1,45637.5
11.71042,19831.0,2202.9,45637.3
11.71111,19830.7,2203.0,45637.8
11.71181,19831.0,2203.1,45637.2
11.7125,19830.4,2203.0,45637.9
11.71319,19830.4,2203.4,45637.7
11.71389,19830.2,2203.5,45637.4
11.71458,19830.3,2203.7,45637.6
