t,x,y,z
17.04514,19833.3,2205.0,45647.2
17.04583,19833.6,2205.1,45647.3
17.04653,19833.5,2205.0,45647.2
17.04722,19833.5,2204.7,45647.1
17.04792,19833.6,2205.3,45647.3
17.04861,19833.7,2205.0,45647.5
17.04931,19834.2,2204.9,45646.9
17.05,19834.2,2205.0,45646.9
17.05069,19833.8,2205.2,45646.7
17.05139,19833.8,2204.7,45646.8
17.05208,19833.6,2204.7,45646.7
17.05278,19833.8,2204.6,45646.6
17.05347,19833.7,2204.3,45647.0
17.05417,19833.4,2204.5,45647.4
17.05486,19833.6,2204.4,45647.6
17.05556,19834.3,2204.5,45647.1
17.05625,19834.5,2204.9,45647.2
17.05694,19834.8,2205.6,45647.3
17.05764,19834.8,2205.9,45647.9
17.05833,19835.1,2206.4,45647.9
17.05903,19835.3,2206.9,45648.2
17.05972,19836.3,2207.4,45647.0
17.06042,19836.7,2207.4,45646.7
17.06111,19836.5,2207.5,45647.2
17.06181,19837.2,2207.2,45646.5
17.0625,19837.0,2207.4,45646.7
17.06319,19837.0,2207.1,45647.0
17.06389,19836.9,2206.8,45647.2
17.06458,19836.6,2206.7,45647.6
17.06528,19836.9,2207.0,45647.1
17.06597,19837.0,2207.8,45646.6
17.06667,19836.9,2207.6,45647.2
17.06736,19836.7,2207.7,45648.0
17.06806,19836.8,2207.7,45648.2
17.06875,19836.7,2207.8,45648.5
17.06944,19836.4,2208.0,45648.6
17.07014,19836.6,2207.7,45648.5
17.07083,19836.6,2207.8,45648.1
17.07153,19836.6,2207.6,45648.1
17.07222,19836.6,2206.9,45648.4
17.07292,19836.7,2206.4,45648.5
17.07361,19836.8,2206.8,45647.6
17.07431,19836.6,2207.0,45647.8
17.075,19836.7,2207.1,45647.8
17.07569,19836.9,2207.0,45647.5
17.07639,19837.2,2207.2,45647.1
17.07708,19837.1,2207.3,45647.5
17.07778,19837.1,2207.4,45647.6
17.07847,19837.8,2207.4,45646.9
17.07917,19837.9,2207.5,45646.9
17.07986,19837.2,2207.6,45647.7
17.08056,19837.2,2207.5,45648.0
17.08125,19838.3,2207.9,45646.6
17.08194,19837.7,2207.4,45647.3
17.08264,19838.1,2208.1,45646.5
17.08333,19837.6,2207.5,45647.1
17.08403,19837.4,2207.3,45647.2
17.08472,19837.8,2208.1,45646.9
17.08542,19838.0,2208.8,45646.5
17.08611,19837.7,2208.2,45646.9
17.08681,19837.6,2207.3,45647.1
17.0875,19837.2,2207.1,45647.2
17.08819,19837.0,2207.2,45647.4
17.08889,19837.0,2207.5,45647.2
17.08958,19837.4,2208.1,45646.0
17.09028,19836.9,2209.0,45646.4
17.09097,19836.9,2207.4,45647.1
17.09167,19836.7,2207.5,45647.6
17.09236,19837.3,2207.4,45646.8
17.09306,19837.0,2207.7,45647.0
17.09375,19836.7,2207.9,45646.5
17.09444,19836.0,2207.0,45647.6
17.09514,19835.6,2207.3,45647.7
17.09583,19835.7,2207.3,45647.8
17.09653,19835.8,2207.5,45647.7
17.09722,19835.9,2207.2,45647.8
17.09792,19835.9,2206.9,45647.5
17.09861,19835.7,2206.8,45647.4
17.09931,19836.0,2206.4,45646.9
17.1,19835.8,2206.4,45647.3
17.10069,19835.8,2206.5,45647.3
17.10139,19835.9,2206.5,45647.3
17.10208,19835.9,2206.3,45647.5
17.10278,19835.8,2206.1,45647.6
17.10347,19835.9,2205.9,45647.6
17.10417,19836.0,2206.0,45647.5
17.10486,19836.1,2206.3,45647.4
17.10556,19836.0,2206.5,45647.5
17.10625,19835.8,2206.7,45647.9
17.10694,19836.0,2206.8,45648.0
17.10764,19836.1,2206.9,45647.7
17.10833,19836.4,2207.2,45647.2
17.10903,19836.9,2207.3,45646.4
17.10972,19836.6,2207.4,45647.2
17.11042,19836.2,2207.6,45648.0
17.11111,19836.3,2208.0,45648.0
17.11181,19836.2,2208.2,45647.6
17.1125,19836.8,2208.4,45647.2
17.11319,19837.0,2208.2,45646.7
17.11389,19837.8,2208.0,45645.3
17.11458,19837.9,2208.2,45645.1
17.11528,19838.0,2208.0,45645.0
17.11597,19838.1,2208.2,45645.3
17.11667,19838.0,2208.0,45645.6
17.11736,19837.8,2208.2,45645.8
17.11806,19837.8,2208.3,45645.7
17.11875,19837.3,2208.3,45646.3
17.11944,19836.8,2208.4,45647.2
17.12014,19836.8,2208.5,45647.5
17.12083,19837.1,2208.4,45647.3
17.12153,19837.3,2208.0,45647.2
17.12222,19837.1,2207.6,45647.4
17.12292,19837.1,2207.6,45647.2
17.12361,19837.3,2207.9,45646.8
17.12431,19837.3,2208.0,45646.5
17.125,19837.4,2208.0,45646.1
17.12569,19837.2,2207.9,45646.5
17.12639,19837.1,2208.0,45646.6
17.12708,19837.3,2208.1,45646.0
17.12778,19838.0,2207.6,45645.7
17.12847,19837.6,2207.7,45646.1
17.12917,19837.7,2207.7,45646.1
17.12986,19837.4,2207.7,45647.0
17.13056,19837.5,2207.9,45647.0
17.13125,19837.7,2208.2,45646.5
17.13194,19837.2,2207.9,45647.5
17.13264,19836.7,2207.9,45647.9
17.13333,19837.2,2208.0,45647.0
17.13403,19837.7,2208.1,45646.2
17.13472,19837.2,2207.9,45646.8
17.13542,19837.1,2207.8,45646.8
17.13611,19836.6,2207.7,45647.3
17.13681,19836.8,2207.7,45646.9
17.1375,19837.0,2207.8,45646.8
17.13819,19837.0,2207.6,45647.0
17.13889,19836.9,2207.9,45647.2
17.13958,19837.3,2207.9,45646.5
17.14028,19837.3,2207.7,45646.5
17.14097,19837.2,2207.6,45646.9
17.14167,19836.5,2208.1,45648.2
17.14236,19836.8,2207.8,45647.5
17.14306,19837.0,2207.7,45647.2
17.14375,19836.6,2207.5,45647.5
17.14444,19836.7,2207.7,45647.7
17.14514,19836.7,2207.5,45647.6
17.14583,19836.8,2207.1,45647.1
17.14653,19836.7,2207.1,45647.3
17.14722,19836.6,2207.2,45647.6
17.14792,19836.9,2208.4,45647.0
17.14861,19837.0,2208.3,45646.8
17.14931,19836.8,2207.5,45646.8
17.15,19836.8,2207.8,45646.5
17.15069,19836.5,2207.9,45646.7
17.15139,19836.6,2208.2,45646.6
17.15208,19836.7,2208.6,45646.7
17.15278,19836.6,2208.3,45647.1
17.15347,19836.7,2208.0,45647.3
17.15417,19836.8,2208.6,45647.0
17.15486,19836.7,2208.4,45647.3
17.15556,19836.3,2207.8,45647.8
17.15625,19836.2,2207.9,45647.9
17.15694,19836.5,2208.3,45647.8
17.15764,19836.6,2208.0,45647.4
17.15833,19836.6,2207.8,45647.3
17.15903,19836.5,2207.7,45647.5
17.15972,19836.4,2208.4,45647.4
17.16042,19836.4,2208.5,45647.4
17.16111,19836.5,2208.5,45647.4
17.16181,19836.5,2208.4,45647.5
17.1625,19836.5,2208.5,45647.4
17.16319,19837.0,2208.7,45647.0
17.16389,19837.5,2210.2,45646.0
17.16458,19837.0,2209.6,45647.4
17.16528,19836.8,2209.4,45647.5
17.16597,19836.7,2209.6,45648.3
17.16667,19837.6,2210.2,45646.5
17.16736,19837.0,2209.6,45647.8
17.16806,19837.5,2209.5,45647.3
17.16875,19837.5,2209.5,45647.3
17.16944,19837.4,2209.3,45647.2
17.17014,19837.4,2209.3,45647.2
17.17083,19837.2,2209.5,45647.8
17.17153,19837.9,2209.3,45647.2
17.17222,19837.6,2208.9,45647.7
17.17292,19837.8,2209.6,45647.2
17.17361,19836.9,2209.7,45648.3
17.17431,19836.8,2209.5,45649.0
17.175,19837.0,2210.1,45648.6
17.17569,19837.2,2209.7,45648.3
17.17639,19836.8,2209.4,45648.9
17.17708,19837.5,2210.2,45647.7
17.17778,19838.4,2210.6,45646.7
17.17847,19837.7,2209.9,45647.6
17.17917,19837.0,2209.8,45649.1
17.17986,19837.1,2209.6,45649.3
17.18056,19838.1,2210.2,45647.8
17.18125,19837.6,2209.8,45647.8
17.18194,19837.5,2209.8,45647.7
17.18264,19836.1,2209.5,45649.5
17.18333,19836.4,2209.7,45649.1
17.18403,19836.4,2209.9,45649.8
17.18472,19837.1,2210.6,45648.0
17.18542,19836.9,2210.5,45648.4
17.18611,19837.3,2210.8,45647.9
17.18681,19837.5,2211.5,45647.4
17.1875,19837.3,2211.2,45648.4
17.18819,19837.8,2210.9,45647.9
17.18889,19837.6,2210.8,45647.6
17.18958,19838.2,2210.9,45646.8
17.19028,19837.6,2210.3,45647.3
17.19097,19837.0,2210.7,45647.8
17.19167,19837.1,2211.0,45647.6
17.19236,19837.9,2210.3,45647.0
17.19306,19837.7,2210.4,45647.2
17.19375,19838.4,2210.0,45646.4
17.19444,19838.3,2209.5,45646.2
17.19514,19837.8,2209.4,45647.1
17.19583,19837.3,2209.5,45647.4
17.19653,19837.7,2208.9,45646.1
17.19722,19837.2,2208.9,45646.3
17.19792,19836.7,2209.6,45647.6
17.19861,19837.2,2209.7,45647.4
17.19931,19837.2,2210.0,45647.6
17.2,19837.4,2210.0,45647.6
17.20069,19837.5,2209.8,45646.8
17.20139,19837.2,2209.8,45646.8
17.20208,19837.5,2209.7,45647.0
17.20278,19837.5,2209.7,45646.9
17.20347,19837.4,2209.9,45646.8
17.20417,19837.2,2210.0,45646.9
17.20486,19837.0,2209.7,45647.3
17.20556,19836.6,2209.4,45647.7
17.20625,19837.2,2209.5,45647.1
17.20694,19837.3,2209.6,45646.4
17.20764,19836.9,2209.5,45646.9
17.20833,19836.6,2209.4,45647.4
17.20903,19836.2,2209.3,45647.6
17.20972,19836.4,2209.1,45647.4
17.21042,19837.0,2209.5,45646.2
17.21111,19836.8,2209.0,45646.3
17.21181,19836.1,2208.7,45647.7
17.2125,19836.2,2209.2,45647.6
17.21319,19836.5,2208.8,45647.1
17.21389,19837.0,2208.5,45646.0
17.21458,19836.4,2208.7,45646.5
17.21528,19836.4,2208.8,45646.6
17.21597,19835.9,2208.8,45647.4
17.21667,19836.2,2208.9,45646.8
17.21736,19836.1,2208.8,45646.9
17.21806,19836.3,2209.1,45646.7
17.21875,19836.8,2209.1,45645.9
17.21944,19837.1,2209.2,45645.5
17.22014,19836.3,2209.6,45646.4
17.22083,19836.1,2210.1,45646.9
17.22153,19836.3,2209.6,45647.1
17.22222,19836.9,2209.5,45646.2
17.22292,19836.7,2209.3,45646.0
17.22361,19837.3,2209.2,45646.2
17.22431,19836.5,2209.5,45647.1
17.225,19836.3,2209.3,45647.0
17.22569,19836.6,2209.3,45646.4
17.22639,19836.9,2209.6,45646.7
17.22708,19837.0,2209.8,45647.0
17.22778,19836.9,2209.7,45647.0
17.22847,19837.0,2209.7,45646.7
17.22917,19836.8,2210.1,45646.7
17.22986,19836.7,2210.0,45646.0
17.23056,19836.8,2210.5,45646.0
17.23125,19837.2,2211.1,45646.7
17.23194,19837.3,2211.3,45646.6
17.23264,19837.2,2211.1,45646.3
17.23333,19837.5,2211.2,45646.2
17.23403,19837.5,2211.0,45646.2
17.23472,19837.5,2210.6,45645.8
17.23542,19837.3,2210.4,45646.5
17.23611,19837.4,2210.5,45645.8
17.23681,19836.6,2210.4,45645.9
17.2375,19836.0,2210.5,45645.8
17.23819,19836.1,2211.0,45646.0
17.23889,19835.9,2211.6,45646.8
17.23958,19836.5,2211.9,45646.1
17.24028,19835.8,2211.9,45646.9
17.24097,19835.6,2212.2,45647.2
17.24167,19835.9,2212.2,45647.3
17.24236,19836.4,2212.4,45647.1
17.24306,19837.0,2212.2,45645.7
17.24375,19836.2,2212.1,45646.9
17.24444,19836.0,2212.1,45647.2
17.24514,19836.4,2212.0,45646.7
17.24583,19837.0,2212.2,45645.3
17.24653,19837.4,2212.2,45644.7
17.24722,19837.0,2212.3,45645.2
17.24792,19836.8,2212.5,45645.5
17.24861,19836.8,2212.6,45645.5
17.24931,19837.2,2212.3,45645.0
17.25,19837.0,2211.8,45644.9
17.25069,19836.9,2211.8,45645.0
17.25139,19836.8,2211.9,45644.8
17.25208,19836.8,2212.2,45645.2
17.25278,19836.8,2212.1,45645.8
17.25347,19836.8,2212.2,45645.6
17.25417,19837.3,2212.5,45644.6
17.25486,19837.0,2212.8,45645.0
17.25556,19837.3,2212.9,45645.5
17.25625,19837.1,2212.5,45646.1
17.25694,19837.5,2212.2,45645.4
17.25764,19837.7,2212.0,45645.0
17.25833,19838.4,2212.1,45643.6
17.25903,19838.0,2212.0,45644.0
17.25972,19838.1,2211.7,45643.5
17.26042,19837.9,2211.6,45643.6
17.26111,19837.7,2211.7,45643.7
17.26181,19838.0,2211.8,45643.3
17.2625,19838.3,2212.1,45642.7
17.26319,19837.7,2212.0,45643.5
17.26389,19837.0,2212.0,45644.6
17.26458,19836.4,2211.9,45645.4
17.26528,19837.2,2212.0,45644.1
17.26597,19836.9,2212.0,45644.1
17.26667,19837.1,2212.0,45643.7
17.26736,19837.0,2212.2,45643.4
17.26806,19837.0,2212.2,45643.7
17.26875,19837.3,2212.4,45643.5
17.26944,19837.4,2212.3,45643.6
17.27014,19836.9,2212.5,45644.0
17.27083,19837.0,2212.4,45643.7
17.27153,19837.0,2212.2,45643.3
17.27222,19836.4,2212.2,45643.0
17.27292,19836.5,2212.1,45642.9
17.27361,19836.0,2212.2,45643.8
17.27431,19835.6,2212.5,45644.3
17.275,19835.6,2212.5,45645.0
17.27569,19836.0,2212.5,45644.6
17.27639,19835.9,2212.4,45644.6
17.27708,19835.8,2212.4,45644.8
17.27778,19835.8,2212.4,45644.8
17.27847,19836.3,2212.5,45643.8
17.27917,19836.3,2212.4,45643.5
17.27986,19835.6,2212.3,45644.2
17.28056,19835.4,2212.1,45644.6
17.28125,19835.5,2212.0,45644.6
17.28194,19835.7,2212.1,45643.9
17.28264,19835.7,2212.1,45643.0
17.28333,19835.3,2212.0,45642.9
17.28403,19834.9,2212.3,45643.5
17.28472,19835.4,2212.6,45642.7
17.28542,19835.5,2212.6,45642.8
17.28611,19835.3,2212.5,45642.7
17.28681,19835.3,2212.3,45642.3
17.2875,19835.3,2212.4,45642.5
17.28819,19835.2,2212.0,45642.5
17.28889,19835.5,2212.5,45641.3
17.28958,19835.0,2213.3,45641.2
17.29028,19834.4,2213.0,45642.2
17.29097,19834.4,2212.4,45643.0
17.29167,19835.0,2212.2,45641.9
17.29236,19834.7,2212.4,45642.6
17.29306,19834.7,2212.7,45642.2
17.29375,19834.2,2212.2,45643.2
17.29444,19834.9,2213.1,45642.0
17.29514,19835.1,2212.7,45641.9
17.29583,19834.8,2212.3,45642.9
17.29653,19835.4,2212.4,45641.4
17.29722,19835.3,2212.4,45641.0
17.29792,19834.8,2212.1,45641.8
17.29861,19833.9,2211.5,45643.4
17.29931,19834.3,2211.7,45643.1
17.3,19833.8,2211.8,45643.7
17.30069,19833.6,2212.3,45643.3
17.30139,19834.4,2212.4,45641.9
17.30208,19832.9,2211.3,45644.4
17.30278,19833.4,2211.6,45644.1
17.30347,19834.1,2212.3,45642.6
17.30417,19833.8,2211.6,45643.0
17.30486,19834.1,2212.1,45642.4
17.30556,19834.3,2212.0,45642.1
17.30625,19833.7,2211.9,45643.1
17.30694,19833.5,2211.5,45643.7
17.30764,19833.8,2211.1,45643.2
17.30833,19833.8,2211.3,45643.4
17.30903,19834.2,2211.1,45643.0
17.30972,19833.8,2210.6,45643.3
17.31042,19833.9,2210.7,45643.4
17.31111,19833.8,2210.5,45643.3
17.31181,19833.5,2210.6,45643.3
17.3125,19833.1,2209.6,45643.6
17.31319,19833.4,2209.2,45642.6
17.31389,19832.9,2208.8,45642.3
17.31458,19832.7,2209.1,45642.2
17.31528,19832.9,2209.1,45642.1
17.31597,19833.1,2210.3,45641.4
17.31667,19832.2,2209.7,45642.2
17.31736,19831.9,2209.9,45642.0
17.31806,19831.7,2209.3,45642.7
17.31875,19831.5,2209.6,45642.9
17.31944,19831.1,2210.3,45642.3
17.32014,19830.9,2210.1,45641.8
17.32083,19830.4,2209.4,45642.6
17.32153,19830.2,2209.4,45643.2
17.32222,19829.4,2210.1,45643.3
17.32292,19829.6,2210.0,45643.5
17.32361,19829.9,2211.3,45642.2
17.32431,19828.9,2210.8,45643.5
17.325,19829.3,2211.2,45643.3
17.32569,19829.5,2210.4,45643.5
17.32639,19828.8,2209.8,45644.0
17.32708,19829.5,2210.1,45642.6
17.32778,19829.8,2210.1,45642.0
17.32847,19829.0,2210.1,45642.9
17.32917,19829.1,2209.7,45642.7
17.32986,19829.0,2209.6,45642.8
17.33056,19829.1,2209.2,45642.8
17.33125,19829.2,2209.5,45642.3
17.33194,19829.0,2209.3,45642.3
17.33264,19828.7,2210.4,45641.9
17.33333,19828.5,2208.9,45642.6
17.33403,19828.7,2208.7,45641.9
17.33472,19828.7,2208.6,45641.9
17.33542,19828.3,2208.8,45642.1
17.33611,19828.4,2208.5,45641.9
17.33681,19827.7,2209.6,45642.2
17.3375,19828.1,2208.9,45642.5
17.33819,19828.1,2209.0,45641.7
17.33889,19828.0,2208.6,45641.3
17.33958,19827.9,2208.9,45640.9
17.34028,19828.0,2208.6,45640.3
17.34097,19827.4,2208.2,45641.5
17.34167,19827.6,2208.7,45641.0
17.34236,19826.6,2208.7,45641.9
17.34306,19826.9,2208.2,45641.6
17.34375,19826.5,2208.3,45641.4
17.34444,19826.2,2208.8,45641.8
17.34514,19826.5,2208.9,45641.6
17.34583,19825.9,2208.6,45641.8
17.34653,19826.1,2208.3,45641.8
17.34722,19826.3,2208.1,45641.3
17.34792,19826.0,2208.3,45641.4
17.34861,19825.1,2208.4,45641.4
17.34931,19824.7,2208.5,45641.8
17.35,19824.3,2208.4,45642.9
17.35069,19824.7,2208.9,45643.1
17.35139,19825.2,2208.3,45642.6
17.35208,19825.3,2207.7,45642.0
17.35278,19825.7,2207.7,45641.3
17.35347,19826.2,2207.4,45641.7
17.35417,19826.9,2207.2,45641.9
17.35486,19827.4,2207.1,45642.2
17.35556,19827.7,2206.8,45642.4
17.35625,19828.4,2205.9,45641.8
17.35694,19828.6,2205.1,45642.0
17.35764,19828.8,2204.9,45642.2
17.35833,19827.9,2204.9,45643.1
17.35903,19827.6,2205.1,45642.6
17.35972,19827.0,2205.1,45642.5
17.36042,19826.3,2205.6,45643.2
17.36111,19825.8,2206.0,45643.6
17.36181,19825.8,2206.1,45643.9
17.3625,19826.0,2205.9,45642.9
17.36319,19826.1,2206.0,45642.8
17.36389,19825.5,2206.3,45643.7
17.36458,19825.3,2206.6,45644.2
17.36528,19825.5,2206.9,45643.0
17.36597,19824.9,2207.1,45644.2
17.36667,19825.1,2207.0,45644.8
17.36736,19825.2,2206.7,45644.9
17.36806,19825.2,2206.4,45645.3
17.36875,19825.5,2206.2,45645.5
17.36944,19825.3,2206.3,45646.2
17.37014,19825.3,2206.2,45645.7
17.37083,19825.3,2206.2,45645.3
17.37153,19824.8,2206.2,45646.0
17.37222,19825.2,2206.1,45645.5
17.37292,19825.2,2206.1,45645.6
17.37361,19825.4,2205.8,45645.8
17.37431,19825.4,2205.4,45646.5
17.375,19825.8,2205.1,45646.1
17.37569,19825.6,2204.9,45646.4
17.37639,19825.6,2204.5,45646.9
17.37708,19825.7,2204.3,45646.7
17.37778,19825.1,2204.0,45647.1
17.37847,19825.3,2203.8,45647.2
17.37917,19825.4,2203.8,45647.5
17.37986,19825.3,2203.7,45647.6
17.38056,19824.8,2204.0,45647.9
17.38125,19824.4,2204.4,45648.4
17.38194,19823.5,2204.6,45648.7
17.38264,19823.4,2204.9,45649.0
17.38333,19822.9,2205.2,45649.2
17.38403,19823.0,2205.5,45649.0
17.38472,19823.4,2205.3,45648.7
17.38542,19823.9,2205.0,45648.1
17.38611,19823.5,2205.1,45649.0
17.38681,19823.4,2205.1,45649.6
17.3875,19823.5,2204.8,45650.1
17.38819,19823.3,2204.6,45650.5
17.38889,19823.2,2204.3,45650.6
17.38958,19823.5,2204.0,45650.6
17.39028,19824.1,2203.8,45650.3
17.39097,19824.0,2203.7,45650.3
17.39167,19824.1,2203.5,45650.6
17.39236,19824.3,2203.3,45650.7
17.39306,19824.6,2203.0,45650.8
17.39375,19823.6,2203.4,45650.9
17.39444,19823.3,2203.4,45650.7
17.39514,19823.0,2203.3,45650.5
17.39583,19822.7,2203.7,45650.6
17.39653,19822.6,2203.8,45650.9
17.39722,19823.1,2204.0,45651.1
17.39792,19823.8,2203.7,45651.1
17.39861,19824.2,2202.6,45650.8
17.39931,19823.9,2201.8,45650.6
17.4,19823.6,2201.5,45650.6
17.40069,19822.8,2202.3,45650.6
17.40139,19822.0,2202.7,45650.7
17.40208,19821.8,2202.2,45651.2
17.40278,19822.0,2202.4,45650.8
17.40347,19822.0,2202.3,45651.1
17.40417,19822.0,2202.7,45650.4
17.40486,19821.5,2202.9,45650.7
17.40556,19821.8,2202.7,45651.0
17.40625,19822.0,2202.4,45650.9
17.40694,19822.3,2202.0,45650.8
17.40764,19822.1,2201.8,45650.7
17.40833,19822.3,2201.4,45650.4
17.40903,19822.0,2201.3,45650.3
17.40972,19822.3,2200.7,45650.5
17.41042,19822.5,2199.7,45650.4
17.41111,19822.7,2199.7,45650.8
17.41181,19822.1,2200.1,45650.9
17.4125,19822.1,2199.8,45650.7
17.41319,19822.2,2199.7,45650.8
17.41389,19821.9,2199.8,45650.6
17.41458,19822.2,2199.6,45650.9
17.41528,19822.2,2199.3,45649.9
17.41597,19822.7,2199.2,45650.0
17.41667,19822.7,2199.1,45650.1
17.41736,19821.8,2199.0,45651.0
17.41806,19821.6,2199.0,45651.1
17.41875,19821.9,2199.1,45650.2
17.41944,19822.0,2198.8,45649.5
17.42014,19822.5,2198.8,45647.4
17.42083,19821.0,2198.9,45650.2
17.42153,19822.1,2199.0,45649.0
17.42222,19821.6,2199.2,45649.6
17.42292,19821.0,2199.2,45651.2
17.42361,19820.8,2199.1,45651.9
17.42431,19821.1,2198.9,45652.0
17.425,19822.0,2198.5,45651.0
17.42569,19822.7,2197.9,45650.7
17.42639,19823.7,2197.2,45649.5
17.42708,19824.3,2196.6,45649.7
17.42778,19824.6,2195.8,45649.9
17.42847,19825.6,2194.9,45649.5
17.42917,19826.1,2194.0,45649.6
17.42986,19826.5,2193.3,45649.2
17.43056,19826.0,2193.2,45649.7
17.43125,19826.1,2192.9,45649.1
17.43194,19825.2,2193.0,45650.3
17.43264,19825.7,2192.2,45649.2
17.43333,19825.2,2192.3,45649.2
17.43403,19824.9,2192.4,45649.5
17.43472,19824.8,2192.2,45649.1
17.43542,19824.6,2192.2,45649.2
17.43611,19825.0,2192.0,45649.0
17.43681,19825.1,2192.0,45649.1
17.4375,19825.0,2192.3,45649.3
17.43819,19825.1,2191.9,45649.8
17.43889,19824.1,2192.8,45650.4
17.43958,19824.0,2193.4,45649.7
17.44028,19824.4,2192.0,45649.3
17.44097,19824.9,2192.0,45649.0
17.44167,19824.9,2192.7,45649.5
17.44236,19824.8,2192.5,45649.9
17.44306,19825.1,2193.0,45649.5
17.44375,19825.4,2193.3,45649.6
17.44444,19825.8,2191.9,45649.6
17.44514,19826.3,2191.5,45649.1
17.44583,19826.0,2192.6,45649.8
17.44653,19826.0,2192.3,45649.7
17.44722,19826.4,2192.0,45649.6
17.44792,19826.2,2191.4,45650.0
17.44861,19826.0,2191.7,45649.7
17.44931,19826.0,2191.6,45649.9
17.45,19826.4,2191.3,45650.0
17.45069,19826.6,2191.3,45649.7
17.45139,19827.0,2191.2,45649.1
17.45208,19826.7,2191.7,45649.4
17.45278,19827.0,2191.5,45649.6
17.45347,19827.3,2191.3,45649.4
17.45417,19827.4,2191.4,45649.8
17.45486,19827.4,2191.6,45649.7
17.45556,19827.1,2191.6,45650.3
17.45625,19827.7,2191.5,45649.7
17.45694,19827.4,2191.1,45650.2
17.45764,19827.3,2190.9,45651.6
17.45833,19827.3,2191.2,45652.3
17.45903,19827.4,2191.2,45652.0
17.45972,19826.9,2191.3,45652.3
17.46042,19827.0,2191.4,45652.2
17.46111,19827.9,2191.4,45651.6
17.46181,19827.7,2191.2,45651.9
17.4625,19828.1,2191.4,45651.1
17.46319,19828.3,2191.6,45650.6
17.46389,19829.0,2191.2,45650.6
17.46458,19829.1,2191.0,45650.7
17.46528,19828.8,2191.4,45651.2
17.46597,19829.2,2191.7,45650.7
17.46667,19829.5,2191.3,45650.9
17.46736,19830.3,2190.9,45650.6
17.46806,19830.6,2190.9,45650.6
17.46875,19830.6,2190.5,45650.1
17.46944,19830.1,2190.9,45650.5
17.47014,19830.4,2191.6,45650.3
17.47083,19830.6,2191.8,45650.0
17.47153,19830.3,2192.4,45650.1
17.47222,19830.1,2191.1,45651.6
17.47292,19830.2,2191.2,45651.9
17.47361,19830.4,2191.8,45651.6
17.47431,19830.7,2192.5,45650.8
17.475,19830.9,2192.5,45650.0
17.47569,19829.5,2191.3,45652.6
17.47639,19830.1,2191.3,45652.0
17.47708,19830.4,2191.0,45651.8
17.47778,19829.8,2191.2,45652.3
17.47847,19829.4,2191.4,45653.4
17.47917,19829.2,2191.8,45653.3
17.47986,19829.4,2191.6,45653.5
17.48056,19830.0,2191.5,45653.4
17.48125,19830.5,2192.6,45652.3
17.48194,19830.7,2190.9,45653.4
17.48264,19831.5,2190.7,45653.0
17.48333,19831.5,2190.6,45652.7
17.48403,19831.2,2190.9,45652.8
17.48472,19831.1,2191.3,45652.4
17.48542,19830.7,2191.3,45652.9
17.48611,19830.8,2190.8,45653.8
17.48681,19830.9,2190.8,45653.9
17.4875,19831.7,2191.0,45652.6
17.48819,19833.0,2191.4,45650.8
17.48889,19833.2,2191.2,45651.2
17.48958,19834.2,2190.9,45650.4
17.49028,19832.9,2191.3,45651.8
17.49097,19832.4,2191.7,45652.3
17.49167,19831.4,2192.0,45653.4
17.49236,19831.2,2193.3,45652.8
17.49306,19831.1,2193.6,45652.9
17.49375,19831.5,2193.6,45652.9
17.49444,19831.2,2193.0,45654.4
17.49514,19831.7,2192.5,45654.7
17.49583,19831.2,2193.8,45653.7
17.49653,19831.4,2193.7,45653.7
17.49722,19831.5,2194.0,45653.6
17.49792,19832.6,2194.3,45652.1
17.49861,19833.0,2194.6,45651.6
17.49931,19833.7,2193.7,45651.6
17.5,19833.7,2193.8,45651.8
17.50069,19833.5,2193.0,45652.4
17.50139,19833.0,2193.1,45652.9
17.50208,19832.8,2193.8,45652.6
17.50278,19833.1,2193.7,45652.9
17.50347,19833.5,2193.0,45652.7
17.50417,19833.4,2192.9,45653.4
17.50486,19833.5,2192.7,45653.9
17.50556,19833.9,2193.9,45652.8
17.50625,19833.6,2194.0,45653.3
17.50694,19833.4,2194.0,45653.4
17.50764,19833.1,2193.5,45653.6
17.50833,19833.1,2193.4,45653.4
17.50903,19833.0,2193.4,45653.0
17.50972,19832.1,2193.8,45653.6
17.51042,19832.3,2193.6,45653.6
17.51111,19832.8,2193.9,45653.4
17.51181,19833.9,2194.5,45652.3
17.5125,19834.5,2193.9,45652.8
17.51319,19834.7,2193.8,45653.2
17.51389,19835.1,2193.5,45653.2
17.51458,19835.1,2193.1,45653.3
17.51528,19834.6,2192.3,45654.1
17.51597,19834.9,2192.0,45653.6
17.51667,19835.7,2192.5,45652.3
17.51736,19835.4,2192.2,45652.4
17.51806,19834.7,2192.4,45652.8
17.51875,19835.0,2192.2,45652.6
17.51944,19834.6,2192.3,45653.3
17.52014,19835.2,2192.2,45652.7
17.52083,19835.5,2192.4,45652.4
17.52153,19834.8,2193.0,45652.0
17.52222,19834.7,2193.5,45650.3
17.52292,19833.2,2194.1,45650.5
17.52361,19832.5,2194.4,45650.6
17.52431,19832.7,2194.8,45650.8
17.525,19833.6,2194.9,45651.7
17.52569,19834.5,2194.8,45652.4
17.52639,19835.6,2195.0,45651.8
17.52708,19835.7,2194.8,45652.2
17.52778,19835.6,2194.7,45652.8
17.52847,19834.5,2194.5,45654.7
17.52917,19835.0,2194.2,45654.0
17.52986,19835.3,2194.2,45653.1
17.53056,19835.4,2194.5,45652.6
