x,y,z,cluster
4.825951788653719,0.4073223318674084,-14.826913912601494,11
4.8381725452646265,0.7338599462816403,-14.520490655397117,11
4.819285921411372,1.0268403354991489,-14.266640015850331,11
4.783734629452312,1.2669035619064424,-14.083386891443697,11
4.743739425998356,1.4450149879505612,-13.966225057806623,11
4.714854001281602,1.550849313570973,-13.90914621577834,11
4.703744222544441,1.5818252137525548,-13.91215036535873,11
4.708188134039378,1.5495586510634027,-13.955710534275038,11
4.724852802145223,1.4682469130867415,-14.021801825044603,11
4.760404094104283,1.3533779499133631,-14.12093876119901,11
4.804843209053097,1.2126957365886573,-14.203552874661046,11
4.868168947855165,1.0694321982488153,-14.29067321249367,11
4.950381310510487,0.9364939599695044,-14.380797699906791,11
5.033704651039552,0.8112996967355888,-14.45740351420805,11
5.101474301336561,0.693849408547069,-14.517486505816835,11
5.139247549043067,0.5854337579115094,-14.543021777250589,11
5.15813417289628,0.4795994322910795,-14.574565347845231,11
5.175909818875791,0.3621491441025538,-14.630142115083322,11
5.1970183984764935,0.2214669307778358,-14.703743779804078,11
5.220348933824646,0.0549714673018017,-14.762324696622668,11
5.2625660930260105,-0.1476625463860797,-14.820905613441258,11
5.321447920333182,-0.3967604103463397,-14.864465782357682,11
5.393661482124964,-0.6794154995033171,-14.890001053791432,11
5.489205579264857,-0.9865931763040456,-14.930557073127355,11
5.625855857732413,-1.3118401282106948,-15.002656663057918,11
5.802501339653923,-1.64483105516274,-15.10179359921232,11
5.99803344542869,-1.9700780070693893,-15.179901488303662,11
6.196898484824566,-2.278546346377683,-15.224963732010172,11
6.396874502094152,-2.561201435534654,-15.24599277907312,11
6.590184652121427,-2.8154619495251745,-15.242988629492512,11
6.765719156169195,-3.029711925781146,-15.20243261015648,11
6.935698770848361,-3.209114014332829,-15.154366216869365,11
7.107900341274974,-3.361412190225626,-15.08527077651919,11
7.271214088711833,-3.4866064534595407,-14.974117242042905,11
7.42119610166404,-3.5950221040951007,-14.814897314279714,11
7.562290291626493,-3.694403117177695,-14.64666493777536,11
7.706717415210138,-3.791202805245152,-14.467918037739416,11
7.855588450288683,-3.884130505789909,-14.283162838542694,11
8.00557046324097,-3.97447688131953,-14.093901414975388,11
8.15888540981441,-4.064823256849151,-13.912150365359166,11
8.315533290009046,-4.164204269931739,-13.749926288015809,11
8.457738457845323,-4.264875945521896,-13.590706360252948,11
8.585500913323244,-4.369419608634749,-13.457021703923733,11
8.696598700695361,-4.4752539342551625,-13.333851571125992,11
8.781033019098173,-4.564309647277218,-13.18965239126508,11
8.835470934910525,-4.644330722746314,-13.037942837453087,11
8.861023426006126,-4.728223785738117,-12.911768555074849,11
8.861023426006165,-4.814698173745056,-12.82915444161281,11
8.842136802152954,-4.90762587428983,-12.796108796227974,11
8.796586709330432,-4.991518937281638,-12.784092197906194,11
8.727706081159763,-5.05347073764482,-12.785594272696278,11
8.651048607873047,-5.084446637826413,-12.80361917017873,11
8.572169178838873,-5.087027962841554,-12.839668965143847,11
8.513287351531664,-5.077993325288604,-12.94781835003942,11
8.481068993193757,-5.066377362720521,-13.131071474445948,11
8.482179971067461,-5.041854775076769,-13.35638269297848,11
8.513287351531623,-4.995390924804392,-13.586200135881707,11
8.572169178838793,-4.92182316187312,-13.799494756092573,11
8.662158386610127,-4.817279498760262,-14.002274852771851,11
8.798808665077724,-4.693375898033911,-14.209561173821823,11
8.966566324009477,-4.563018984769731,-14.400324672179435,11
9.146544739552144,-4.43653405902825,-14.556540450362014,11
9.326523155094806,-4.311339795794335,-14.655677386516416,11
9.48983690253167,-4.171948244977187,-14.658681536096918,11
9.629820114620417,-4.019650069084379,-14.585079871376267,11
9.739806924118708,-3.8531546056083448,-14.449893140256744,11
9.822019286773989,-3.6737525170566494,-14.277154539381696,11
9.876457202586264,-3.494350428504954,-14.074374442702304,11
9.897565782186923,-3.31882032747596,-13.849063224169663,11
9.885345025575976,-3.148452876477231,-13.622249930846827,11
9.854237645111816,-2.974213437955801,-13.41195946021646,11
9.80979853016304,-2.79610201191167,-13.224200111439348,11
9.755360614350767,-2.6154092608524104,-13.069486408046966,11
9.700922698538491,-2.438588497315852,-12.9568307987807,11
9.65648358358968,-2.2720930338398238,-12.889237433220938,11
9.624265225251774,-2.1210855204545918,-12.8591959374166,11
9.60537860139852,-1.9881472821752864,-12.862200086997102,11
9.590935889040162,-1.8732783190019084,-12.887735358430856,11
9.580937088176704,-1.776478630934457,-12.922283078605885,11
9.580937088176745,-1.6990388804805023,-12.974855696263475,11
9.587602955419092,-1.6435403926551693,-13.043951136613432,11
9.608711535019792,-1.6086925049508929,-13.14459014755792,11
9.632042070367946,-1.5919138923525429,-13.263254055984966,11
9.655372605716098,-1.586751242322289,-13.390930413153296,11
9.676481185316842,-1.5880419048298595,-13.52761921906301,11
9.690923897675278,-1.5919138923525602,-13.665810099762918,11
9.699811720665076,-1.5996578673979558,-13.80700513004322,11
9.708699543654827,-1.6125644924736109,-13.951204309904018,11
9.712032477275942,-1.630633767579526,-14.093901414974622,11
9.706477587907258,-1.64483105516274,-14.20054872508,11
9.69203487554882,-1.655156355223259,-14.266640015849456,11
9.679814118937832,-1.6680629802989146,-14.301187736024382,11
9.680925096811496,-1.6822602678821288,-14.316208483926546,11
9.688701941927464,-1.7029108680031737,-14.31020018476566,11
9.699811720664588,-1.7287241181544897,-14.266640015849347,11
9.722031278138914,-1.7545373683058056,-14.214067398191755,11
9.755360614350485,-1.767443993381467,-14.135959509100523,11
9.800910707173005,-1.7571186933209415,-14.020299750253756,11
9.860903512353918,-1.7287241181544957,-13.882108869553736,11
9.939782941388088,-1.6977482179729195,-13.76044081154619,11
10.031994104906868,-1.6590283427459425,-13.65679765102131,11
10.120872334804456,-1.608692504950869,-13.554656565286631,11
10.205306653207186,-1.5467407045877055,-13.434490582069278,11
10.298628794599669,-1.4731729416564463,-13.3248391223834,11
10.393061913865862,-1.3905705411722202,-13.203171064375743,11
10.486384055258346,-1.3105494657031245,-13.07849885678759,11
10.578595218777124,-1.2408536902945535,-12.985370219794078,11
10.677472249538214,-1.1892271899919096,-12.950822499619044,11
10.781904169667904,-1.13760068968926,-12.947818350038547,11
10.886336089797634,-1.0679049142806831,-12.953826649199328,11
10.994100943548554,-0.9827211887813218,-12.97034947189169,11
11.108531664541784,-0.8768868631609037,-13.006399266856915,11
11.225184341282423,-0.7516925999269943,-13.06948640804609,11
11.341837018023098,-0.608429061587164,-13.147594297137546,11
11.46959947350098,-0.448386910648978,-13.26625820556492,11
11.606249751968615,-0.2715661471124361,-13.38642418878249,11
11.738456118941352,-0.0766761084699678,-13.482556975356504,11
11.84510999481853,0.1349925427708564,-13.535129593014204,11
11.931766268968712,0.3479518565192456,-13.563669014028454,11
11.993981029897034,0.5480045451919796,-13.565171088818648,11
12.036198189098398,0.7261159712360922,-13.550150340916373,11
12.0673055695626,0.8797048096364536,-13.55165241570646,11
12.080637304047295,1.0048990728703633,-13.54564411654546,11
12.065083613815233,1.104280085952957,-13.505088097209423,11
12.019533520992717,1.1804291738993635,-13.443503030810335,11
11.952874848569492,1.2372183242322794,-13.38492211399175,11
11.890660087641132,1.272066211936573,-13.341361945075326,11
11.839555105450012,1.2811008494895455,-13.305312150109993,11
11.807336747112144,1.2681942244138902,-13.282781028256627,11
11.801781857743544,1.2372183242323085,-13.296299701368602,11
11.809558702859592,1.1894638114523652,-13.309818374480574,11
11.822890437344247,1.121058698551359,-13.296299701368604,11
11.8528868399347,1.0307123230217263,-13.309818374480468,11
11.897325954883517,0.9158433598483364,-13.362390992137948,11
11.945098003453523,0.7738704840160593,-13.438996806438878,11
11.978427339665211,0.6047936955248954,-13.527619219061588,11
11.985093206907605,0.4163569694202397,-13.628258230006075,11
11.96953951667554,0.2163042807474939,-13.751428362803928,11
11.916212578737014,0.0059262920142229,-13.86708812165069,11
11.824001415218271,-0.2096143467493137,-13.946698085532232,11
11.710681672098788,-0.4161203479598841,-14.03231634857466,11
11.572920415757448,-0.6006850865418273,-14.102913863715033,11
11.415161557689151,-0.749111274911917,-14.13445743430978,11
11.25629172174715,-0.8549456005323233,-14.12844913514911,11
11.110753620289758,-0.9220600509257466,-14.095403489764488,11
10.986324098433029,-0.949163963584622,-14.033818423365728,11
10.87411533318725,-0.9336760134938192,-13.93317941242124,11
10.778571236047274,-0.8691428881155082,-13.794988531721224,11
10.705246696381668,-0.7542739249421182,-13.634266529167949,11
10.653030736316763,-0.5981037615266153,-13.470540377034284,11
10.617479444357702,-0.4199923354824909,-13.293295551788647,11
10.601925754125602,-0.2405902469308016,-13.111544502172318,11
10.597481842630664,-0.0753854459623441,-12.932797602136484,11
10.58859401964083,0.0782033924380114,-12.757054851681154,11
10.577484240903544,0.2214669307778358,-12.588822475176906,11
10.565263484292556,0.3479518565193042,-12.42509632304335,11
10.561930550671322,0.4408795570640554,-12.279395068392464,11
10.565263484292434,0.4860527448288632,-12.168241533916614,11
10.578595218777046,0.4821807573061625,-12.09163571961568,11
10.601925754125118,0.4408795570640496,-12.025544428846114,11
10.639699001831548,0.3750557691781855,-11.974473885978725,11
10.695247895517522,0.2950346937090954,-11.935419941432992,11
10.785237103288855,0.2072696431946157,-11.902374296048048,11
10.90411173577694,0.1027259800817803,-11.881345248984772,11
11.04187299211828,-0.0095616580764505,-11.878341099404054,11
11.201853805934023,-0.1115239961741561,-11.89937014646678,11
11.384054177224185,-0.1838010965978449,-11.92490541790021,11
11.590696061736192,-0.2251022968399519,-11.950440689333636,11
11.811780658606558,-0.236718259408048,-11.986490484298642,11
12.030643299729515,-0.2225209718248279,-12.040565176746428,11
12.239507139988977,-0.1786384465675911,-12.106656467515997,11
12.423929467026577,-0.1115239961741679,-12.183262281817145,11
12.580577347221167,-0.0237589456596882,-12.27188469444007,11
12.730559360173416,0.0794940549455822,-12.372523705384776,11
12.86387670501986,0.1775844055205871,-12.464150267588204,11
12.97386351451815,0.2485708434367051,-12.549768530630743,11
13.05607587717343,0.2872907186636764,-12.633884718882976,11
13.116068682354308,0.2976160187242018,-12.719502981925515,11
13.163840730924274,0.2718027685728796,-12.791602571856078,11
13.207168867999384,0.1943630181189136,-12.859195937415947,11
13.248275049327084,0.0640061048547385,-12.928291377766012,11
13.289381230654785,-0.1050706836364195,-12.99288059374549,11
13.314933721750428,-0.3064140348167302,-13.043951136612996,11
13.318266655371664,-0.5258266611029616,-13.07849885678814,11
13.298269053644784,-0.7594365749724188,-13.054465660144796,11
13.264939717433256,-0.9814305262737802,-13.00339511727762,11
13.216056690989666,-1.1995524900524468,-12.908764405494132,11
13.147176062819074,-1.4086398162781528,-12.752548627311665,11
13.050520987805436,-1.6009485299054973,-12.509212511296568,11
12.93164635531735,-1.760990680843689,-12.178756057448853,11
12.793885098976013,-1.8861849440775924,-11.77770208846088,11
12.649457975392323,-1.9971819197282703,-11.313560978283723,11
12.511696719050944,-2.108178895378948,-10.80435762440007,11
12.390600130815413,-2.2101412334766657,-10.30566879404789,11
12.29616701154918,-2.300487609006293,-9.843029758660936,11
12.235063228494562,-2.383090009490524,-9.43596749051196,11
12.20395584803036,-2.472145722512586,-9.087486139181465,11
12.200622914409204,-2.565073423057349,-8.824623050893402,11
12.226175405504806,-2.6554197985869825,-8.675917646661906,11
12.27505843194852,-2.750928824146881,-8.614332580263037,11
12.34727199374034,-2.8438565246916494,-8.62484710379462,11
12.443927068754018,-2.90193633753213,-8.72698818952941,11
12.539471165893955,-2.9303309126985884,-8.841145873585983,11
12.61835059492804,-2.940656212759119,-8.92075583746763,11
12.680565355856285,-2.9316215752061527,-8.971826380335138,11
12.725004470805018,-2.900645675024565,-8.982340903866723,11
12.773887497248646,-2.825787249585729,-9.010880324880862,11
12.826103457313431,-2.723824911488,-9.025901072783032,11
12.888318218241714,-2.5960493232389488,-9.051436344216675,11
12.95830982428609,-2.4463324723612705,-9.101004812293768,11
13.004970894982351,-2.3159755590970894,-9.084481989601404,11
13.052742943552362,-2.206269245953971,-9.067959166909036,11
13.122734549596814,-2.1081788953789484,-9.110017261035049,11
13.217167668863125,-2.0333204699401177,-9.191129299706672,11
13.333820345603886,-1.9739499945920784,-9.323311881245802,11
13.4549169338395,-1.9352301193650956,-9.460000687155626,11
13.561570809716718,-1.9171608442591688,-9.548623099778553,11
13.67933446433114,-1.9132888567364736,-9.628233063660094,11
13.79932007469297,-1.9326487943499715,-9.64625796114276,11
13.945969154024064,-1.9287768068272768,-9.703336803171046,11
14.134835392556525,-1.8784409690321973,-9.864058805724213,11
14.337033365573596,-1.807454531116056,-10.038299481389348,11
14.53700938284322,-1.6964575554653665,-10.221552605795871,11
14.73143051074424,-1.5364154045271687,-10.425834777265347,11
14.92585163864526,-1.3428160283922534,-10.646639771427187,11
15.134715478904678,-1.128566052136282,-10.914009084085729,11
15.338024429795537,-0.8949561382668187,-11.191892920275851,11
15.52800164620174,-0.6342423117384626,-11.496814102689926,11
15.714645928986837,-0.3657845101647052,-11.834780930488728,11
15.881292610044929,-0.1308839337876712,-12.112664766678847,11
16.031274622997213,0.075622067422905,-12.34248220958208,11
16.16570294571744,0.2563148184821534,-12.540756081890772,11
16.29790931269022,0.3982876943144187,-12.719502981926604,11
16.429004701789253,0.5054126824424017,-12.863702161787518,11
16.561211068761992,0.5970497204795877,-12.980863995424476,11
16.692306457860987,0.6706174834108533,-13.05296358535493,11
16.837844559318338,0.7248253087286273,-13.12356110049519,11
16.97227288203844,0.7558012089102031,-13.143088072768052,11
17.086703603031587,0.785486446584214,-13.143088072768162,11
17.185580633792675,0.8177530092733606,-13.135577698817183,11
17.280013753058867,0.8487289094549483,-13.123561100495516,11
17.371113938703864,0.8771234846214119,-13.10703827780326,11
17.44999336773795,0.89777408474248,-13.093519604691396,11
17.51665204016113,0.9003554097576276,-13.095021679481704,11
17.572200933847107,0.8706701720836224,-13.11905487612526,11
17.612196137301023,0.8100090342280241,-13.164117119831875,11
17.641081562017735,0.717081333683273,-13.237718784552529,11
17.667745030987042,0.5983403829872056,-13.341361945077512,11
17.689964588461446,0.4486235321095507,-13.467536227455756,11
17.697741433577498,0.2692214435578732,-13.599718808994774,11
17.68440969909289,0.0756220674229638,-13.713876493051126,11
17.65441329650247,-0.1205586337270812,-13.805503055254118,11
17.616640048796004,-0.3154486723695673,-13.870092271233268,11
17.568868000226036,-0.4909787733985677,-13.930175262841724,11
17.492210526939317,-0.6329516492308447,-13.957212609065346,11
17.390000562557038,-0.7310419998058673,-13.943693935953153,11
17.270014952195204,-0.787831150138777,-13.894125467875842,11
17.144474452464777,-0.8033191002295738,-13.81902172836478,11
17.021155908481788,-0.7749245250631277,-13.72439101658096,11
16.90117029811996,-0.714263387207529,-13.64628312748962,11
16.77896273201068,-0.6316609867233033,-13.59821673420272,11
16.651200276532798,-0.5284079861180152,-13.581693911510358,11
16.51343902019142,-0.41482968545219,-13.575685612349575,11
16.37901069747123,-0.3012513847863649,-13.581693911510577,11
16.265690954351744,-0.2005797091962066,-13.63276445437819,11
16.165702945716877,-0.1231399587422405,-13.72739516616201,11
16.065714937082003,-0.0586068333639354,-13.84756114937947,11
15.961283016952232,-0.0069803330612855,-14.003776927562155,11
15.852407185327568,0.0459368297489352,-14.172009304066515,11
15.756863088187554,0.1143419426499468,-14.3267230074589,11
15.67242876978474,0.1982350056417492,-14.464913888158916,11
15.597993252245466,0.3014880062470374,-14.586581946166572,11
15.536889469190848,0.4408795570641729,-14.709752078964422,11
15.480229597631087,0.6177003206007263,-14.808889015118718,11
15.423569726071324,0.844856921932359,-14.86897200672728,11
15.37357572175391,1.122349361059071,-14.902017652112008,11
15.331358562552545,1.434689687890065,-14.903519726902209,11
15.298029226340974,1.7676806148421098,-14.868972006727285,11
15.274698690992905,2.10196220430172,-14.819403538650189,11
15.254701089266025,2.4259184937007983,-14.77283922015349,11
15.239147399034003,2.72535219545612,-14.732283200817566,11
15.232481531791697,2.975740721923933,-14.706747929383814,11
15.229148598170546,3.162886785521011,-14.685718882320646,11
15.231370553918037,3.279046411201955,-14.673702283998868,11
15.236925443286678,3.312603636398667,-14.681212657949953,11
15.243591310529023,3.2661397861262764,-14.706747929383596,11
15.251368155645071,3.144817510415056,-14.766830920992165,11
15.235814465412972,2.957671446817965,-14.849445034453982,11
15.198041217706422,2.7201895454258014,-14.959096494139748,11
15.132493523156825,2.4452784313142253,-15.071752103406014,11
15.040282359637963,2.153588704604287,-15.187411862252674,11
14.918074793528683,1.8722242779548752,-15.30006747151894,11
14.778091581439895,1.6192544264719142,-15.421735529526597,11
14.634775435729956,1.402423125200807,-15.550913961485335,11
14.49034831214631,1.229474349186954,-15.66356957075171,11
14.348143144310114,1.1029894234454798,-15.749187833794249,11
14.220380688832313,1.0255496729915194,-15.806266675822645,11
14.11705974657637,0.9997364228402033,-15.827295722885813,11
14.043735206910922,1.029421660514226,-15.813777049773948,11
14.00485098133083,1.1146053860135932,-15.767212731277354,11
14.023737605184207,1.2501249493080395,-15.71464011361998,11
14.107060945713313,1.4243643878294696,-15.662067495962498,11
14.241489268433542,1.6321610515476164,-15.6140011026756,11
14.408135949491632,1.8812589155078765,-15.585461681661458,11
14.61366685612994,2.1832739422783454,-15.601984504353714,11
14.859192966222162,2.5394967943665936,-15.665071645542673,11
15.134715478904836,2.938311509204521,-15.752191983375075,11
15.443567327799132,3.3668114617164697,-15.873860041382404,11
15.779082645662683,3.809508701811645,-16.027071669984267,11
16.1145979635262,4.249624616891683,-16.1907978221176,11
16.423449812420447,4.667799269343103,-16.348515675090045,11
16.68119667912358,5.0601606716432,-16.471685807887567,11
16.893393453004187,5.413802198716313,-16.557304070929668,11
17.052263288946236,5.708073250441386,-16.58884764152409,11
17.155584231202262,5.924904551712487,-16.575328968412116,11
17.201134324024817,6.064296102529623,-16.53927917344689,11
17.192246501035065,6.1391545279684525,-16.50473145327197,11
17.12669880648555,6.157223803074373,-16.47769410704824,11
17.00671319612376,6.128829227907916,-16.465677508726678,11
16.847843360181752,6.077202727605272,-16.47468995746818,11
16.67341983400765,6.021704239779926,-16.510739752433622,11
16.50455119720215,5.968787076969711,-16.58734556673499,11
16.35568016212361,5.922323226697328,-16.712017774323254,11
16.227917706645727,5.89005666400817,-16.874241851666834,11
16.1201528528948,5.886184676485468,-17.055992901283158,11
16.031274622997135,5.915869914159486,-17.2347398013191,11
15.965726928447616,5.97911237703022,-17.404474252613653,11
15.929064658614852,6.0772027276052425,-17.55618380642554,11
15.922398791372505,6.206268978361846,-17.68836638796467,11
15.939063459478312,6.350823179209242,-17.807030296391826,11
15.967948884195025,6.500540030086908,-17.919685905658092,11
15.993501375290585,6.65541953099484,-18.015818692231885,11
16.012387999143836,6.824496319485999,-18.09693073090351,11
16.035718534491988,6.998735758007422,-18.175038619994744,11
16.057938091966438,7.153615258915354,-18.25615065866637,11
16.070158848577424,7.280100184656835,-18.32674817380641,11
16.07793569369352,7.374318547709162,-18.397345688946565,11
16.07015884857755,7.427235710519371,-18.449918306604044,11
16.04571733535577,7.437561010579902,-18.482963951988555,11
16.015720932765397,7.415619747951282,-18.494980550310004,11
15.98128061868012,7.371737222694033,-18.473951503246727,11
15.944618348847396,7.303332109793033,-18.42137888558902,11
15.892402388782571,7.21169507175584,-18.32674817380532,11
15.825743716359352,7.117476708703519,-18.185553143524903,11
15.762417977557243,7.032292983204156,-18.015818692230464,11
15.707980061744848,6.954853232750193,-17.84308009135552,11
15.659097035301055,6.886448119849192,-17.673345640060965,11
15.63021161058418,6.837402944561682,-17.529146460200284,11
15.615768898225664,6.805136381872531,-17.404474252612456,11
15.613546942478091,6.778032469213644,-17.31134561561916,11
15.62798965483637,6.750928556554757,-17.26177714754207,11
15.6668738804165,6.722533981388304,-17.266283371912653,11
15.741309397955693,6.691558081206723,-17.338382961842996,11
15.84018642871678,6.65671019350244,-17.478075917333104,11
15.94461834884651,6.628315618335988,-17.65682281736893,11
16.05127222472369,6.617990318275464,-17.86110498883852,11
16.152371211232264,6.627024955828429,-18.07590168383958,11
16.24902628624598,6.654128868487323,-18.30571912674269,11
16.3412374497648,6.707046031297536,-18.544549018387205,11
16.424560790293828,6.794811081812035,-18.78187683524152,11
16.495663374211908,6.920005345045944,-19.00718805377416,11
16.551212267897927,7.076175508461436,-19.21597644961444,11
16.58565258198324,7.252996271997988,-19.3842088261188,11
16.6056501837102,7.438851673087509,-19.507378958916537,11
16.62342582968971,7.619544424146763,-19.608017969861024,11
16.64120147566926,7.782167900100092,-19.686125858952263,11
16.658977121648807,7.930594088470192,-19.74470677577074,11
16.677863745502105,8.062241664241938,-19.786764869896857,11
16.698972325102847,8.165494664847232,-19.81981051528158,11
16.72452481619849,8.23260911524068,-19.8603665346174,11
16.74341144005178,8.262294352914713,-19.899420479162902,11
16.75341024091528,8.26100369040716,-19.944482722869303,11
16.75007730729413,8.23389977774828,-20.004565714477973,11
16.736745572809475,8.187435927475907,-20.091686052310603,11
16.711193081713876,8.130646777143008,-20.196831287625784,11
16.672308856133625,8.063532326749579,-20.31699727084313,11
16.62009289606872,7.980929926265354,-20.446175702801764,11
16.547879334276814,7.891874213243292,-20.573852059970203,11
16.460112082252852,7.8041091627287935,-20.691013893607163,11
16.362346029365387,7.722797424752122,-20.78414253060068,11
16.26902388797286,7.651810986835975,-20.860748344901825,11
16.186811525317538,7.593731173995487,-20.919329261720303,11
16.116819919273166,7.548557986230661,-20.961387355846316,11
16.049050268976238,7.507256785988532,-20.97791017853857,11
15.98794648592166,7.46466492323883,-20.97490602895796,11
15.932397592235684,7.42207306048913,-20.95688113147518,11
15.89573532240296,7.373027885201604,-20.937354159202208,11
15.866849897686288,7.314948072361117,-20.902806439027064,11
15.844630340211962,7.2491242844752355,-20.874267018012816,11
15.827965672106236,7.176847184051529,-20.866756644061617,11
15.800191225263266,7.096826108582427,-20.862250419690923,11
15.759085043935649,7.012933045590631,-20.857744195320336,11
15.710202017491977,6.936783957644231,-20.86375249448134,11
15.651320190184803,6.879994807311325,-20.86976079364245,11
15.58355053988784,6.84514691960705,-20.872764943223057,11
15.500227199358816,6.838693607069225,-20.857744195321107,11
15.404683102218838,6.868378844743248,-20.836715148258264,11
15.30247313783652,6.923877332568591,-20.80517157766395,11
15.19359730621185,6.997445095499863,-20.746590660845687,11
15.092498319703234,7.0761755084614,-20.67298899612526,11
15.012507912795318,7.147161946377541,-20.6068977053558,11
14.952515107614404,7.202660434202892,-20.543810564166737,11
14.905854036918145,7.23492699689205,-20.476217198606975,11
14.87474665645398,7.2426709719374465,-20.414632132208105,11
14.856971010474473,7.225892359339085,-20.36656573892121,11
14.85919296622192,7.182009834081836,-20.35004291622885,10
14.86696981133801,7.114895383688396,-20.35454914059943,10
14.879190567948998,7.032292983204158,-20.38909686077435,10
14.890300346686285,6.948399920212355,-20.456690226334004,10
14.879190567949156,6.876122819788642,-20.52578566668385,10
14.840306342368988,6.818043006948157,-20.58586865829242,10
14.785868426556714,6.772869819183331,-20.651959949061872,10
14.718098776259788,6.734149943956343,-20.72556161378241,10
14.636997391478213,6.691558081206659,-20.80366950287354,10
14.539231338590827,6.636059593381313,-20.868258718852683,10
14.433688440587355,6.563782492957614,-20.92083133651017,10
14.32259065321524,6.465692142382596,-20.958383206265594,10
14.212603843716828,6.340497879148693,-20.992930926440515,10
14.108171923586976,6.185618378240767,-21.02297242224485,10
14.018182715815524,5.999762977151253,-21.06352844158077,10
13.94152524252876,5.7932569759406825,-21.11760313402867,10
13.858201901999694,5.577716337177147,-21.161163302944985,10
13.77265660572318,5.363466360921175,-21.192706873539624,10
13.68822228732041,5.160832347233298,-21.21674007018329,10
13.60156601317023,4.9827209211891805,-21.237769117246568,10
13.503799960282889,4.835585395326644,-21.254291939939044,10
13.392702172910932,4.719425769645689,-21.251287790358653,10
13.27160558467552,4.630370056623628,-21.23776911724679,10
13.1382882398292,4.570999581275586,-21.20922969623276,10
12.98608427112958,4.53744235607887,-21.14914670462408,10
12.833880302429929,4.519373080972949,-21.08455748864482,10
12.690564156720027,4.512919768435123,-21.039495244938426,10
12.552802900378726,4.514210430942695,-21.012457898714477,10
12.425040444900889,4.514210430942701,-20.99443300123169,10
12.322830480518608,4.496141155836779,-20.98992677686089,10
12.256171808095385,4.457421280609802,-20.99593507602167,10
12.221731494010069,4.407085442814729,-21.009453749133534,10
12.210621715272866,4.34771496746669,-21.02297242224529,10
12.225064427631224,4.2676938919975935,-21.05451599283971,10
12.261726697464027,4.177347516467967,-21.104084460916805,10
12.303943856665477,4.0779665033853725,-21.137130106301424,10
12.355048838856677,3.9643882027195536,-21.143138405462206,10
12.402820887426724,3.837903276978073,-21.11159483486767,10
12.437261201512117,3.721743651297118,-21.05752014242,10
12.439483157259607,3.627525288244791,-20.977910178538675,10
12.408375776795443,3.5436322252529937,-20.875769092804106,10
