x,y,z
4.527098740622887,-0.10636134614398443,-17.39395972908185
4.510434072517121,-0.3502965600739788,-17.305337316459248
4.519321895506917,-0.530989311133227,-17.152125687857392
4.547096342349926,-0.6355329742460686,-16.943337292017443
4.593757413046189,-0.6561835743671132,-16.684980428100182
4.645973373111053,-0.5877784614660958,-16.371046796944825
4.700411288923327,-0.4328989605581519,-16.010548847292775
4.751516271114446,-0.20057970919624188,-15.614001102675385
4.793733430315813,0.08594736748344202,-15.199428460575435
4.825951788653719,0.40732233186740846,-14.826913912601494
4.8381725452646265,0.7338599462816403,-14.520490655397115
4.819285921411372,1.0268403354991489,-14.266640015850331
4.783734629452312,1.2669035619064424,-14.083386891443695
4.743739425998356,1.4450149879505612,-13.966225057806625
4.714854001281602,1.550849313570973,-13.90914621577834
4.703744222544441,1.5818252137525548,-13.91215036535873
4.708188134039378,1.5495586510634027,-13.955710534275038
4.724852802145223,1.4682469130867417,-14.021801825044605
4.760404094104283,1.3533779499133631,-14.12093876119901
4.804843209053097,1.2126957365886573,-14.203552874661046
4.868168947855165,1.0694321982488153,-14.29067321249367
4.950381310510487,0.9364939599695045,-14.380797699906793
5.033704651039552,0.8112996967355888,-14.45740351420805
5.101474301336561,0.693849408547069,-14.517486505816835
5.139247549043067,0.5854337579115094,-14.543021777250587
5.15813417289628,0.47959943229107954,-14.574565347845231
5.175909818875791,0.36214914410255383,-14.630142115083322
5.1970183984764935,0.22146693077783589,-14.703743779804078
5.220348933824646,0.054971467301801705,-14.762324696622668
5.2625660930260105,-0.14766254638607976,-14.820905613441258
5.321447920333182,-0.3967604103463397,-14.864465782357682
5.393661482124964,-0.6794154995033171,-14.890001053791432
5.489205579264857,-0.9865931763040457,-14.930557073127355
5.625855857732413,-1.3118401282106948,-15.002656663057918
5.802501339653923,-1.6448310551627399,-15.101793599212321
5.99803344542869,-1.9700780070693893,-15.179901488303662
6.196898484824566,-2.278546346377683,-15.224963732010172
6.3968745020941515,-2.5612014355346546,-15.24599277907312
6.590184652121427,-2.8154619495251745,-15.242988629492512
6.765719156169195,-3.029711925781146,-15.20243261015648
6.935698770848361,-3.209114014332829,-15.154366216869365
7.107900341274974,-3.361412190225626,-15.08527077651919
7.271214088711833,-3.4866064534595407,-14.974117242042905
7.42119610166404,-3.5950221040951007,-14.814897314279714
7.562290291626493,-3.6944031171776945,-14.646664937775359
7.7067174152101385,-3.791202805245152,-14.467918037739416
7.855588450288683,-3.8841305057899085,-14.283162838542694
8.00557046324097,-3.97447688131953,-14.093901414975388
8.15888540981441,-4.0648232568491505,-13.912150365359166
8.315533290009046,-4.164204269931739,-13.749926288015807
8.457738457845323,-4.264875945521896,-13.590706360252948
8.585500913323244,-4.369419608634749,-13.457021703923731
8.696598700695361,-4.4752539342551625,-13.333851571125992
8.781033019098173,-4.564309647277218,-13.189652391265081
8.835470934910525,-4.644330722746314,-13.037942837453087
8.861023426006126,-4.728223785738117,-12.911768555074849
8.861023426006165,-4.814698173745056,-12.82915444161281
8.842136802152954,-4.90762587428983,-12.796108796227974
8.796586709330432,-4.991518937281638,-12.784092197906194
8.727706081159763,-5.05347073764482,-12.785594272696278
8.651048607873047,-5.084446637826413,-12.80361917017873
8.572169178838873,-5.087027962841554,-12.839668965143849
8.513287351531664,-5.077993325288604,-12.947818350039421
8.481068993193757,-5.066377362720521,-13.131071474445948
8.482179971067461,-5.041854775076769,-13.35638269297848
8.513287351531623,-4.995390924804392,-13.586200135881707
8.572169178838793,-4.92182316187312,-13.799494756092571
8.662158386610127,-4.817279498760262,-14.002274852771853
8.798808665077724,-4.693375898033911,-14.209561173821825
8.966566324009477,-4.563018984769731,-14.400324672179435
9.146544739552144,-4.43653405902825,-14.556540450362014
9.326523155094806,-4.311339795794335,-14.655677386516416
9.48983690253167,-4.171948244977187,-14.658681536096918
9.629820114620417,-4.019650069084379,-14.585079871376267
9.739806924118707,-3.8531546056083448,-14.449893140256744
9.822019286773987,-3.6737525170566494,-14.277154539381696
9.876457202586263,-3.494350428504954,-14.074374442702304
9.897565782186925,-3.31882032747596,-13.849063224169663
9.885345025575976,-3.148452876477231,-13.622249930846827
9.854237645111816,-2.974213437955801,-13.41195946021646
9.80979853016304,-2.7961020119116706,-13.224200111439348
9.755360614350767,-2.6154092608524104,-13.069486408046966
9.700922698538493,-2.438588497315852,-12.9568307987807
9.656483583589681,-2.2720930338398233,-12.889237433220938
9.624265225251774,-2.1210855204545913,-12.859195937416601
9.605378601398519,-1.9881472821752866,-12.862200086997102
9.590935889040162,-1.8732783190019084,-12.887735358430856
9.580937088176704,-1.7764786309344567,-12.922283078605885
9.580937088176745,-1.6990388804805023,-12.974855696263477
9.587602955419092,-1.6435403926551693,-13.043951136613433
9.608711535019793,-1.6086925049508927,-13.14459014755792
9.632042070367946,-1.5919138923525427,-13.263254055984966
9.655372605716098,-1.586751242322289,-13.390930413153296
9.676481185316842,-1.5880419048298597,-13.52761921906301
9.690923897675278,-1.5919138923525602,-13.665810099762918
9.699811720665075,-1.5996578673979558,-13.807005130043219
9.708699543654827,-1.6125644924736109,-13.951204309904018
9.712032477275942,-1.630633767579526,-14.093901414974622
9.706477587907258,-1.64483105516274,-14.20054872508
9.692034875548819,-1.6551563552232593,-14.266640015849456
9.679814118937832,-1.6680629802989146,-14.301187736024382
9.680925096811496,-1.6822602678821288,-14.316208483926546
9.688701941927464,-1.7029108680031735,-14.31020018476566
9.699811720664588,-1.7287241181544897,-14.266640015849347
9.722031278138914,-1.7545373683058056,-14.214067398191757
9.755360614350483,-1.767443993381467,-14.135959509100523
9.800910707173003,-1.7571186933209415,-14.020299750253756
9.860903512353918,-1.7287241181544957,-13.882108869553736
9.939782941388087,-1.6977482179729197,-13.76044081154619
10.031994104906868,-1.6590283427459425,-13.65679765102131
10.120872334804456,-1.608692504950869,-13.554656565286631
10.205306653207186,-1.5467407045877057,-13.434490582069278
10.298628794599669,-1.4731729416564463,-13.3248391223834
10.393061913865862,-1.3905705411722202,-13.203171064375745
10.486384055258346,-1.3105494657031245,-13.07849885678759
10.578595218777124,-1.2408536902945537,-12.985370219794078
10.677472249538214,-1.1892271899919096,-12.950822499619045
10.781904169667905,-1.13760068968926,-12.947818350038547
10.886336089797634,-1.0679049142806833,-12.953826649199327
10.994100943548554,-0.9827211887813218,-12.97034947189169
11.108531664541784,-0.8768868631609037,-13.006399266856917
11.225184341282423,-0.7516925999269943,-13.06948640804609
11.341837018023098,-0.608429061587164,-13.147594297137546
11.46959947350098,-0.448386910648978,-13.26625820556492
11.606249751968615,-0.27156614711243615,-13.38642418878249
11.738456118941352,-0.0766761084699678,-13.482556975356504
11.84510999481853,0.13499254277085643,-13.535129593014204
11.931766268968712,0.3479518565192456,-13.563669014028454
11.993981029897034,0.5480045451919796,-13.565171088818648
12.036198189098398,0.7261159712360922,-13.550150340916371
12.0673055695626,0.8797048096364536,-13.55165241570646
12.080637304047295,1.0048990728703633,-13.545644116545459
12.065083613815233,1.1042800859529567,-13.505088097209425
12.019533520992717,1.1804291738993635,-13.443503030810337
11.952874848569493,1.2372183242322794,-13.38492211399175
11.890660087641132,1.2720662119365733,-13.341361945075326
11.839555105450012,1.2811008494895455,-13.305312150109991
11.807336747112144,1.2681942244138902,-13.282781028256627
11.801781857743544,1.2372183242323083,-13.296299701368602
11.809558702859592,1.1894638114523652,-13.309818374480574
11.822890437344247,1.1210586985513593,-13.296299701368604
11.852886839934701,1.0307123230217263,-13.309818374480468
11.897325954883515,0.9158433598483363,-13.362390992137948
11.945098003453525,0.7738704840160593,-13.438996806438878
11.978427339665213,0.6047936955248954,-13.527619219061588
11.985093206907605,0.41635696942023975,-13.628258230006075
11.96953951667554,0.21630428074749394,-13.751428362803928
11.916212578737014,0.005926292014222947,-13.86708812165069
11.824001415218273,-0.20961434674931373,-13.946698085532232
11.710681672098787,-0.4161203479598841,-14.032316348574659
11.572920415757448,-0.6006850865418273,-14.102913863715031
11.415161557689153,-0.749111274911917,-14.134457434309779
11.25629172174715,-0.8549456005323233,-14.12844913514911
11.110753620289758,-0.9220600509257466,-14.095403489764488
10.986324098433029,-0.9491639635846219,-14.033818423365727
10.87411533318725,-0.9336760134938191,-13.933179412421241
10.778571236047274,-0.8691428881155082,-13.794988531721224
10.705246696381668,-0.7542739249421182,-13.634266529167947
10.653030736316763,-0.5981037615266153,-13.470540377034284
10.617479444357702,-0.41999233548249093,-13.293295551788647
10.601925754125602,-0.2405902469308016,-13.111544502172318
10.597481842630664,-0.0753854459623441,-12.932797602136485
10.58859401964083,0.07820339243801143,-12.757054851681154
10.577484240903543,0.2214669307778358,-12.588822475176906
10.565263484292556,0.34795185651930427,-12.42509632304335
10.561930550671322,0.44087955706405546,-12.279395068392464
10.565263484292434,0.48605274482886324,-12.168241533916614
10.578595218777046,0.48218075730616256,-12.091635719615681
10.601925754125118,0.44087955706404963,-12.025544428846114
10.639699001831547,0.3750557691781855,-11.974473885978723
10.695247895517522,0.2950346937090954,-11.935419941432993
10.785237103288855,0.20726964319461577,-11.902374296048048
10.90411173577694,0.10272598008178035,-11.881345248984772
11.041872992118279,-0.009561658076450557,-11.878341099404054
11.201853805934025,-0.11152399617415612,-11.899370146466781
11.384054177224183,-0.18380109659784494,-11.92490541790021
11.590696061736192,-0.22510229683995195,-11.950440689333636
11.811780658606558,-0.23671825940804803,-11.986490484298642
12.030643299729515,-0.22252097182482797,-12.040565176746428
12.239507139988977,-0.17863844656759112,-12.106656467515995
12.423929467026577,-0.11152399617416794,-12.183262281817145
12.580577347221169,-0.023758945659688287,-12.27188469444007
12.730559360173416,0.07949405494558222,-12.372523705384776
12.86387670501986,0.17758440552058719,-12.464150267588204
12.97386351451815,0.24857084343670513,-12.549768530630743
13.05607587717343,0.2872907186636764,-12.633884718882975
13.116068682354307,0.2976160187242018,-12.719502981925515
13.163840730924274,0.27180276857287966,-12.791602571856078
13.207168867999385,0.19436301811891366,-12.859195937415947
13.248275049327084,0.06400610485473858,-12.928291377766012
13.289381230654785,-0.1050706836364195,-12.99288059374549
13.314933721750428,-0.3064140348167302,-13.043951136612996
13.318266655371664,-0.5258266611029616,-13.078498856788139
13.298269053644784,-0.7594365749724188,-13.054465660144796
13.264939717433256,-0.9814305262737802,-13.00339511727762
13.216056690989666,-1.1995524900524468,-12.908764405494132
13.147176062819074,-1.4086398162781528,-12.752548627311663
13.050520987805436,-1.6009485299054973,-12.509212511296568
12.93164635531735,-1.760990680843689,-12.178756057448851
12.793885098976011,-1.8861849440775924,-11.77770208846088
12.649457975392323,-1.9971819197282703,-11.313560978283725
12.511696719050944,-2.108178895378948,-10.80435762440007
12.390600130815411,-2.2101412334766657,-10.30566879404789
12.29616701154918,-2.300487609006293,-9.843029758660935
12.235063228494562,-2.383090009490524,-9.43596749051196
12.20395584803036,-2.472145722512586,-9.087486139181465
12.200622914409204,-2.5650734230573495,-8.824623050893402
12.226175405504806,-2.6554197985869825,-8.675917646661906
12.27505843194852,-2.750928824146881,-8.614332580263037
12.34727199374034,-2.8438565246916494,-8.62484710379462
12.443927068754018,-2.90193633753213,-8.72698818952941
12.539471165893955,-2.9303309126985884,-8.841145873585983
12.61835059492804,-2.940656212759119,-8.92075583746763
12.680565355856285,-2.9316215752061527,-8.971826380335138
12.725004470805018,-2.9006456750245655,-8.982340903866723
12.773887497248646,-2.8257872495857286,-9.010880324880862
12.826103457313431,-2.723824911488,-9.025901072783032
12.888318218241714,-2.5960493232389488,-9.051436344216675
12.95830982428609,-2.4463324723612705,-9.101004812293768
13.004970894982351,-2.3159755590970894,-9.084481989601404
13.052742943552362,-2.206269245953971,-9.067959166909036
13.122734549596814,-2.1081788953789484,-9.110017261035047
13.217167668863125,-2.0333204699401177,-9.191129299706672
13.333820345603886,-1.9739499945920784,-9.323311881245802
13.4549169338395,-1.9352301193650954,-9.460000687155626
13.561570809716718,-1.9171608442591688,-9.548623099778553
13.679334464331141,-1.9132888567364739,-9.628233063660094
13.79932007469297,-1.9326487943499713,-9.64625796114276
13.945969154024064,-1.9287768068272766,-9.703336803171046
14.134835392556523,-1.8784409690321975,-9.864058805724211
14.337033365573596,-1.8074545311160557,-10.038299481389348
14.53700938284322,-1.6964575554653663,-10.221552605795873
14.731430510744241,-1.5364154045271687,-10.425834777265349
14.92585163864526,-1.3428160283922534,-10.646639771427187
15.134715478904678,-1.128566052136282,-10.914009084085727
15.338024429795535,-0.8949561382668187,-11.191892920275851
15.528001646201739,-0.6342423117384626,-11.496814102689926
15.714645928986835,-0.3657845101647052,-11.834780930488728
15.881292610044927,-0.13088393378767127,-12.112664766678849
16.031274622997213,0.07562206742290502,-12.34248220958208
16.16570294571744,0.2563148184821534,-12.540756081890773
16.29790931269022,0.3982876943144187,-12.719502981926603
16.429004701789253,0.5054126824424017,-12.863702161787518
16.561211068761992,0.5970497204795877,-12.980863995424476
16.692306457860987,0.6706174834108533,-13.05296358535493
16.837844559318338,0.7248253087286273,-13.12356110049519
16.97227288203844,0.7558012089102031,-13.143088072768052
17.086703603031587,0.785486446584214,-13.143088072768162
17.185580633792675,0.8177530092733606,-13.135577698817185
17.280013753058867,0.8487289094549483,-13.123561100495515
17.371113938703864,0.8771234846214119,-13.10703827780326
17.44999336773795,0.89777408474248,-13.093519604691396
17.51665204016113,0.9003554097576276,-13.095021679481704
17.572200933847107,0.8706701720836224,-13.11905487612526
17.612196137301023,0.8100090342280241,-13.164117119831877
17.641081562017735,0.717081333683273,-13.237718784552527
17.667745030987042,0.5983403829872056,-13.341361945077512
17.689964588461446,0.4486235321095507,-13.467536227455755
17.697741433577498,0.2692214435578732,-13.599718808994774
17.68440969909289,0.07562206742296385,-13.713876493051126
17.65441329650247,-0.12055863372708127,-13.805503055254118
17.616640048796004,-0.3154486723695673,-13.870092271233268
17.568868000226036,-0.49097877339856777,-13.930175262841725
17.492210526939317,-0.6329516492308447,-13.957212609065346
17.390000562557038,-0.7310419998058673,-13.943693935953153
17.270014952195204,-0.787831150138777,-13.894125467875842
17.144474452464777,-0.8033191002295738,-13.81902172836478
17.021155908481788,-0.7749245250631277,-13.72439101658096
16.90117029811996,-0.714263387207529,-13.64628312748962
16.77896273201068,-0.6316609867233033,-13.59821673420272
16.651200276532798,-0.5284079861180152,-13.581693911510358
16.51343902019142,-0.41482968545219007,-13.575685612349577
16.37901069747123,-0.30125138478636493,-13.581693911510577
16.265690954351744,-0.20057970919620666,-13.63276445437819
16.165702945716877,-0.12313995874224054,-13.72739516616201
16.065714937082003,-0.058606833363935455,-13.84756114937947
15.961283016952232,-0.0069803330612855305,-14.003776927562155
15.852407185327568,0.045936829748935204,-14.172009304066515
15.756863088187554,0.1143419426499468,-14.326723007458899
15.67242876978474,0.19823500564174928,-14.464913888158916
15.597993252245466,0.3014880062470374,-14.586581946166572
15.536889469190848,0.4408795570641729,-14.709752078964422
15.480229597631089,0.6177003206007263,-14.808889015118718
15.423569726071324,0.844856921932359,-14.868972006727281
15.37357572175391,1.122349361059071,-14.902017652112008
15.331358562552545,1.434689687890065,-14.903519726902207
15.298029226340974,1.7676806148421098,-14.868972006727283
15.274698690992905,2.10196220430172,-14.819403538650187
15.254701089266023,2.4259184937007983,-14.77283922015349
15.239147399034003,2.72535219545612,-14.732283200817566
15.232481531791697,2.975740721923933,-14.706747929383814
15.229148598170546,3.162886785521011,-14.685718882320646
15.231370553918035,3.279046411201955,-14.673702283998868
15.236925443286678,3.312603636398667,-14.681212657949951
15.243591310529025,3.2661397861262764,-14.706747929383596
15.251368155645073,3.144817510415056,-14.766830920992163
15.235814465412973,2.9576714468179652,-14.849445034453982
15.198041217706422,2.7201895454258014,-14.959096494139748
15.132493523156825,2.4452784313142253,-15.071752103406014
15.040282359637965,2.153588704604287,-15.187411862252674
14.918074793528685,1.8722242779548752,-15.30006747151894
14.778091581439897,1.6192544264719142,-15.421735529526595
14.634775435729955,1.402423125200807,-15.550913961485335
14.49034831214631,1.229474349186954,-15.66356957075171
14.348143144310114,1.1029894234454798,-15.749187833794249
14.220380688832313,1.0255496729915194,-15.806266675822643
14.11705974657637,0.9997364228402033,-15.827295722885811
14.043735206910922,1.0294216605142261,-15.813777049773947
14.00485098133083,1.1146053860135932,-15.767212731277354
14.023737605184209,1.2501249493080397,-15.71464011361998
14.107060945713313,1.4243643878294696,-15.662067495962498
14.241489268433542,1.6321610515476164,-15.614001102675601
14.408135949491633,1.8812589155078763,-15.585461681661458
14.61366685612994,2.1832739422783454,-15.601984504353714
14.859192966222162,2.5394967943665936,-15.665071645542671
15.134715478904837,2.938311509204521,-15.752191983375075
15.443567327799132,3.3668114617164697,-15.873860041382404
15.779082645662685,3.8095087018116445,-16.027071669984267
16.1145979635262,4.249624616891683,-16.1907978221176
16.423449812420447,4.667799269343103,-16.348515675090045
16.68119667912358,5.0601606716431995,-16.471685807887567
16.893393453004187,5.413802198716313,-16.557304070929668
17.052263288946236,5.708073250441386,-16.58884764152409
17.155584231202262,5.924904551712487,-16.575328968412116
17.201134324024817,6.064296102529623,-16.53927917344689
17.192246501035065,6.1391545279684525,-16.50473145327197
17.12669880648555,6.157223803074373,-16.47769410704824
17.00671319612376,6.128829227907916,-16.465677508726678
16.847843360181752,6.077202727605272,-16.47468995746818
16.67341983400765,6.021704239779926,-16.510739752433622
16.50455119720215,5.968787076969711,-16.58734556673499
16.35568016212361,5.922323226697328,-16.712017774323254
16.227917706645727,5.89005666400817,-16.874241851666834
16.1201528528948,5.886184676485468,-17.055992901283158
16.031274622997135,5.915869914159486,-17.2347398013191
15.965726928447616,5.97911237703022,-17.404474252613653
15.929064658614852,6.0772027276052425,-17.55618380642554
15.922398791372505,6.206268978361846,-17.68836638796467
15.939063459478312,6.350823179209242,-17.807030296391826
15.967948884195023,6.500540030086908,-17.919685905658092
15.993501375290585,6.65541953099484,-18.015818692231885
16.012387999143836,6.824496319485999,-18.09693073090351
16.035718534491988,6.998735758007422,-18.175038619994744
16.057938091966438,7.153615258915354,-18.25615065866637
16.070158848577424,7.280100184656835,-18.32674817380641
16.07793569369352,7.374318547709162,-18.397345688946565
16.07015884857755,7.427235710519371,-18.449918306604044
16.04571733535577,7.437561010579902,-18.482963951988555
16.015720932765397,7.415619747951282,-18.494980550310004
15.98128061868012,7.371737222694033,-18.473951503246727
15.944618348847397,7.303332109793033,-18.42137888558902
15.892402388782573,7.21169507175584,-18.326748173805317
15.825743716359353,7.117476708703519,-18.185553143524906
15.762417977557243,7.032292983204156,-18.015818692230464
15.707980061744848,6.954853232750193,-17.84308009135552
15.659097035301057,6.886448119849192,-17.673345640060965
15.63021161058418,6.837402944561682,-17.529146460200284
15.615768898225665,6.805136381872531,-17.404474252612456
15.613546942478093,6.7780324692136436,-17.31134561561916
15.62798965483637,6.750928556554757,-17.26177714754207
15.666873880416501,6.722533981388304,-17.266283371912653
15.741309397955693,6.691558081206723,-17.338382961842996
15.84018642871678,6.65671019350244,-17.478075917333104
15.94461834884651,6.628315618335988,-17.65682281736893
16.05127222472369,6.617990318275464,-17.86110498883852
16.152371211232264,6.627024955828429,-18.07590168383958
16.24902628624598,6.654128868487323,-18.305719126742694
16.3412374497648,6.707046031297536,-18.544549018387205
16.424560790293828,6.794811081812035,-18.781876835241516
16.495663374211908,6.920005345045944,-19.007188053774158
16.551212267897927,7.076175508461436,-19.21597644961444
16.58565258198324,7.252996271997988,-19.384208826118797
16.6056501837102,7.438851673087509,-19.507378958916537
16.62342582968971,7.619544424146763,-19.608017969861024
16.64120147566926,7.782167900100092,-19.686125858952263
16.658977121648807,7.930594088470192,-19.74470677577074
16.677863745502105,8.062241664241938,-19.786764869896857
16.698972325102847,8.165494664847232,-19.81981051528158
16.72452481619849,8.23260911524068,-19.8603665346174
16.74341144005178,8.262294352914713,-19.899420479162902
16.75341024091528,8.26100369040716,-19.944482722869303
16.75007730729413,8.23389977774828,-20.004565714477973
16.736745572809475,8.187435927475907,-20.091686052310603
16.711193081713876,8.130646777143008,-20.196831287625784
16.672308856133625,8.063532326749579,-20.316997270843135
16.62009289606872,7.980929926265354,-20.446175702801764
16.547879334276814,7.891874213243292,-20.573852059970203
16.460112082252852,7.8041091627287935,-20.691013893607163
16.362346029365387,7.722797424752122,-20.784142530600676
16.26902388797286,7.651810986835975,-20.860748344901825
16.186811525317538,7.593731173995487,-20.919329261720303
16.116819919273166,7.548557986230661,-20.961387355846313
16.049050268976238,7.507256785988532,-20.97791017853857
15.987946485921661,7.46466492323883,-20.974906028957957
15.932397592235683,7.42207306048913,-20.95688113147518
15.895735322402961,7.373027885201604,-20.937354159202208
15.866849897686288,7.314948072361117,-20.902806439027064
15.844630340211962,7.2491242844752355,-20.874267018012816
15.827965672106236,7.176847184051529,-20.866756644061617
15.800191225263266,7.096826108582427,-20.862250419690923
15.759085043935649,7.012933045590631,-20.857744195320336
15.710202017491977,6.936783957644231,-20.86375249448134
15.651320190184805,6.879994807311325,-20.86976079364245
15.58355053988784,6.84514691960705,-20.872764943223057
15.500227199358815,6.838693607069225,-20.857744195321107
15.404683102218838,6.868378844743248,-20.836715148258264
15.30247313783652,6.923877332568591,-20.80517157766395
15.19359730621185,6.997445095499863,-20.746590660845687
15.092498319703234,7.0761755084614,-20.67298899612526
15.012507912795318,7.147161946377541,-20.606897705355802
14.952515107614404,7.202660434202892,-20.543810564166737
14.905854036918143,7.23492699689205,-20.476217198606978
14.87474665645398,7.2426709719374465,-20.414632132208105
14.856971010474473,7.225892359339085,-20.36656573892121
14.859192966221919,7.182009834081836,-20.35004291622885
14.86696981133801,7.1148953836883955,-20.35454914059943
14.879190567948998,7.032292983204158,-20.38909686077435
14.890300346686283,6.948399920212355,-20.456690226334004
14.879190567949157,6.876122819788642,-20.52578566668385
14.840306342368988,6.818043006948157,-20.58586865829242
14.785868426556714,6.772869819183331,-20.651959949061872
14.718098776259788,6.734149943956343,-20.725561613782414
14.636997391478213,6.691558081206659,-20.80366950287354
14.539231338590827,6.636059593381313,-20.868258718852683
14.433688440587355,6.563782492957614,-20.920831336510172
14.32259065321524,6.465692142382596,-20.958383206265594
14.212603843716828,6.340497879148693,-20.992930926440515
14.108171923586976,6.1856183782407665,-21.022972422244855
14.018182715815524,5.999762977151253,-21.063528441580775
13.94152524252876,5.7932569759406825,-21.11760313402867
13.858201901999694,5.577716337177147,-21.161163302944985
13.77265660572318,5.363466360921175,-21.192706873539624
13.68822228732041,5.160832347233298,-21.216740070183292
13.60156601317023,4.9827209211891805,-21.237769117246568
13.503799960282887,4.835585395326644,-21.254291939939044
13.392702172910933,4.719425769645689,-21.251287790358653
13.271605584675521,4.630370056623628,-21.23776911724679
13.1382882398292,4.570999581275586,-21.209229696232757
12.986084271129581,4.53744235607887,-21.149146704624076
12.833880302429927,4.519373080972949,-21.08455748864482
12.690564156720027,4.512919768435123,-21.039495244938422
12.552802900378726,4.514210430942695,-21.012457898714473
12.425040444900887,4.514210430942701,-20.994433001231695
12.322830480518608,4.496141155836779,-20.98992677686089
12.256171808095385,4.457421280609802,-20.99593507602167
12.221731494010069,4.407085442814729,-21.009453749133538
12.210621715272866,4.34771496746669,-21.022972422245292
12.225064427631223,4.2676938919975935,-21.05451599283971
12.261726697464027,4.177347516467967,-21.104084460916805
12.303943856665475,4.0779665033853725,-21.137130106301424
12.355048838856675,3.9643882027195536,-21.143138405462206
12.402820887426724,3.837903276978073,-21.11159483486767
12.437261201512117,3.721743651297118,-21.057520142419996
12.439483157259607,3.627525288244791,-20.977910178538675
12.408375776795445,3.5436322252529937,-20.875769092804102
12.355048838856836,3.462320487276333,-20.767619707908747
12.28727918855987,3.3874620618375033,-20.648955799481918
12.203955848030803,3.3229289364592036,-20.515271143152813
12.109522728764492,3.268721111141436,-20.3830885616139
11.99509200777118,3.2287105734068935,-20.253910129655488
11.865107596545771,3.2003159982404417,-20.135246221228556
11.736234163194066,3.179665398119392,-20.037611359864563
11.617359530705857,3.15256148546051,-19.967013844724413
11.5107056548286,3.1319108853394533,-19.912939152276625
11.402940801077637,3.1293295603243236,-19.86637483377993
11.291843013705561,3.139654860384849,-19.827320889234198
11.180745226333485,3.1551428104756343,-19.79127109426897
11.072980372582604,3.173212085581549,-19.743204700982076
10.971881386074067,3.1874093731647695,-19.683121709373403
10.888558045545082,3.2016066607479887,-19.636557390876586
10.798568837773791,3.2158039483312093,-19.579478548848304
10.691914961896693,3.2248385858841577,-19.51188518328854
10.565263484292595,3.2235479233765805,-19.432275219407
10.429724183698747,3.2080599732857786,-19.367686003427632
10.279742170746498,3.192572023194976,-19.324125834511324
10.10420766669865,3.1925720231949697,-19.2835698151754
9.894232848565487,3.2145132858235916,-19.249022095000257
9.654261627841867,3.259686473588399,-19.23550342188807
9.383183026654086,3.321638273951568,-19.234001347097657
9.089884867991895,3.3874620618374385,-19.2520262445801
8.7843659527188,3.472645787336806,-19.297088488286395
8.474403125950845,3.5823521004799304,-19.360175629475346
8.159996387688036,3.7152903387592406,-19.420258621083914
7.832257914940571,3.86758851465205,-19.454806341258724
7.5022974864457,4.018596028037292,-19.477337463111876
7.180113903066836,4.15282492882418,-19.508881033706405
6.865707164804027,4.268984554505141,-19.55093912783252
6.550189448667471,4.376109542633142,-19.589993072378245
6.233560754657171,4.487106518283837,-19.6110221194413
5.918043038520574,4.601975481457227,-19.58849099758816
5.606969233878835,4.709100469585215,-19.552441202623047
5.289229561994749,4.809772145175374,-19.513387258077422
4.967045978615768,4.9026998457201305,-19.481843687482893
